DECADE,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,ICPSRSTI,ICPSRCTYI,ICPSRFIP,STATE,COUNTY,PID,X_CENTROID,Y_CENTROID,GISJOIN,GISJOIN2,SHAPE_AREA,SHAPE_LEN,state,census_pop,enslaved,farmv_total,improved,unimproved,land,farmv,pc_enslaved,cotton,corn,year,farmv_na,area,cotton_pc,ccratio
1900,Lake,180,0890,22,890,LAKE,22,890,0,180,0890,737,713945.11112864,471097.57575701,G1800890,1800890,1299934447.51,171658.836446,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,501.9074962124054,NA,NA
1900,Lake,180,0890,22,890,LAKE,22,890,0,180,0890,737,713945.11112864,471097.57575701,G1800890,1800890,1299934447.51,171658.836446,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,501.9074962124054,NA,NA
1900,Lake,180,0890,22,890,LAKE,22,890,0,180,0890,737,713945.11112864,471097.57575701,G1800890,1800890,1299934447.51,171658.836446,Indiana,37892,0,12728802,173841,59727,233568,54.49719995889848,0,0,1427340,1900,222.38953649638097,501.9074962124054,0,0
1900,Greene,390,0570,24,570,GREENE,24,570,0,390,0570,2408,1026419.64913392,311105.5638624,G3900570,3900570,1077986175.16,137720.069385,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,416.2127891621866,NA,NA
1900,Greene,390,0570,24,570,GREENE,24,570,0,390,0570,2408,1026419.64913392,311105.5638624,G3900570,3900570,1077986175.16,137720.069385,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,416.2127891621866,NA,NA
1900,Greene,390,0570,24,570,GREENE,24,570,0,390,0570,2408,1026419.64913392,311105.5638624,G3900570,3900570,1077986175.16,137720.069385,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,416.2127891621866,NA,NA
1900,Greene,390,0570,24,570,GREENE,24,570,0,390,0570,2408,1026419.64913392,311105.5638624,G3900570,3900570,1077986175.16,137720.069385,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,416.2127891621866,NA,NA
1900,Greene,390,0570,24,570,GREENE,24,570,0,390,0570,2408,1026419.64913392,311105.5638624,G3900570,3900570,1077986175.16,137720.069385,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,416.2127891621866,NA,NA
1900,Greene,390,0570,24,570,GREENE,24,570,0,390,0570,2408,1026419.64913392,311105.5638624,G3900570,3900570,1077986175.16,137720.069385,Ohio,31613,0,15715375,214388,41784,256172,61.34696610090096,0,0,3188380,1900,250.34173071144917,416.2127891621866,0,0
1900,Jackson,180,0710,22,710,JACKSON,22,710,0,180,0710,730,854328.51415844,202448.99169866,G1800710,1800710,1330614306.42,196236.806563,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,513.7530559628709,NA,NA
1900,Jackson,180,0710,22,710,JACKSON,22,710,0,180,0710,730,854328.51415844,202448.99169866,G1800710,1800710,1330614306.42,196236.806563,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,513.7530559628709,NA,NA
1900,Jackson,180,0710,22,710,JACKSON,22,710,0,180,0710,730,854328.51415844,202448.99169866,G1800710,1800710,1330614306.42,196236.806563,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,513.7530559628709,NA,NA
1900,Jackson,180,0710,22,710,JACKSON,22,710,0,180,0710,730,854328.51415844,202448.99169866,G1800710,1800710,1330614306.42,196236.806563,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,513.7530559628709,NA,NA
1900,Jackson,180,0710,22,710,JACKSON,22,710,0,180,0710,730,854328.51415844,202448.99169866,G1800710,1800710,1330614306.42,196236.806563,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,513.7530559628709,NA,NA
1900,Jackson,180,0710,22,710,JACKSON,22,710,0,180,0710,730,854328.51415844,202448.99169866,G1800710,1800710,1330614306.42,196236.806563,Indiana,26633,0,9230313,209153,94557,303710,30.39186394916203,0,0,1522140,1900,124.02164775461296,513.7530559628709,0,0
1900,Hunt,480,2310,49,2310,HUNT,49,2310,0,480,2310,2014,-7930.91366733,-489713.17651839,G4802310,4802310,2284462800.46,210257.159168,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,882.0360184819536,NA,NA
1900,Hunt,480,2310,49,2310,HUNT,49,2310,0,480,2310,2014,-7930.91366733,-489713.17651839,G4802310,4802310,2284462800.46,210257.159168,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,882.0360184819536,NA,NA
1900,Hunt,480,2310,49,2310,HUNT,49,2310,0,480,2310,2014,-7930.91366733,-489713.17651839,G4802310,4802310,2284462800.46,210257.159168,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,882.0360184819536,NA,NA
1900,Hunt,480,2310,49,2310,HUNT,49,2310,0,480,2310,2014,-7930.91366733,-489713.17651839,G4802310,4802310,2284462800.46,210257.159168,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,882.0360184819536,NA,NA
1900,Hunt,480,2310,49,2310,HUNT,49,2310,0,480,2310,2014,-7930.91366733,-489713.17651839,G4802310,4802310,2284462800.46,210257.159168,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,882.0360184819536,NA,NA
1900,Hunt,480,2310,49,2310,HUNT,49,2310,0,480,2310,2014,-7930.91366733,-489713.17651839,G4802310,4802310,2284462800.46,210257.159168,Texas,47295,0,12894056,306701,153225,459926,28.035066510699547,0,26945500,2462490,1900,114.40414281214208,882.0360184819536,569.7325298657363,10.942379461439437
1900,Presidio,480,3770,49,3770,PRESIDIO,49,3770,0,480,3770,1521,-793171.93948098,-803090.28186954,G4803770,4803770,9987830103.68,546233.133948,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,3856.322762686351,NA,NA
1900,Presidio,480,3770,49,3770,PRESIDIO,49,3770,0,480,3770,1521,-793171.93948098,-803090.28186954,G4803770,4803770,9987830103.68,546233.133948,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,3856.322762686351,NA,NA
1900,Presidio,480,3770,49,3770,PRESIDIO,49,3770,0,480,3770,1521,-793171.93948098,-803090.28186954,G4803770,4803770,9987830103.68,546233.133948,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,3856.322762686351,NA,NA
1900,Presidio,480,3770,49,3770,PRESIDIO,49,3770,0,480,3770,1521,-793171.93948098,-803090.28186954,G4803770,4803770,9987830103.68,546233.133948,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,3856.322762686351,NA,NA
1900,Presidio,480,3770,49,3770,PRESIDIO,49,3770,0,480,3770,1521,-793171.93948098,-803090.28186954,G4803770,4803770,9987830103.68,546233.133948,Texas,3673,0,1554047,2497,709218,711715,2.183524303969988,0,0,5150,1900,8.910420319845796,3856.322762686351,0,0
1900,Whitman,530,0750,73,750,WHITMAN,73,750,0,530,0750,1822,-1632967.91090283,1235622.24757337,G5300750,5300750,5639848437.8,392247.329372,Washington,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,2177.557655969317,NA,NA
1900,Whitman,530,0750,73,750,WHITMAN,73,750,0,530,0750,1822,-1632967.91090283,1235622.24757337,G5300750,5300750,5639848437.8,392247.329372,Washington,25360,0,20222202,711975,456842,1168817,17.301426998409504,0,0,37269,1900,70.60282608655389,2177.557655969317,0,0
1900,Fayette,180,0410,22,410,FAYETTE,22,410,0,180,0410,717,918334.43674541,292192.16235364,G1800410,1800410,557163357.329,103858.985802,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,215.12197495339083,NA,NA
1900,Fayette,180,0410,22,410,FAYETTE,22,410,0,180,0410,717,918334.43674541,292192.16235364,G1800410,1800410,557163357.329,103858.985802,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,215.12197495339083,NA,NA
1900,Fayette,180,0410,22,410,FAYETTE,22,410,0,180,0410,717,918334.43674541,292192.16235364,G1800410,1800410,557163357.329,103858.985802,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,215.12197495339083,NA,NA
1900,Fayette,180,0410,22,410,FAYETTE,22,410,0,180,0410,717,918334.43674541,292192.16235364,G1800410,1800410,557163357.329,103858.985802,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,215.12197495339083,NA,NA
1900,Fayette,180,0410,22,410,FAYETTE,22,410,0,180,0410,717,918334.43674541,292192.16235364,G1800410,1800410,557163357.329,103858.985802,Indiana,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,215.12197495339083,NA,NA
1900,Fayette,180,0410,22,410,FAYETTE,22,410,0,180,0410,717,918334.43674541,292192.16235364,G1800410,1800410,557163357.329,103858.985802,Indiana,13495,0,6238035,105225,27470,132695,47.01032442820001,0,0,1088820,1900,191.83745711736947,215.12197495339083,0,0
1900,Columbia,130,0730,44,730,COLUMBIA,44,730,0,130,0730,405,1262458.64436758,-351341.84884353,G1300730,1300730,797150394.851,136448.298597,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,307.7814881748627,NA,NA
1900,Columbia,130,0730,44,730,COLUMBIA,44,730,0,130,0730,405,1262458.64436758,-351341.84884353,G1300730,1300730,797150394.851,136448.298597,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,307.7814881748627,NA,NA
1900,Columbia,130,0730,44,730,COLUMBIA,44,730,0,130,0730,405,1262458.64436758,-351341.84884353,G1300730,1300730,797150394.851,136448.298597,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,307.7814881748627,NA,NA
1900,Columbia,130,0730,44,730,COLUMBIA,44,730,0,130,0730,405,1262458.64436758,-351341.84884353,G1300730,1300730,797150394.851,136448.298597,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,307.7814881748627,NA,NA
1900,Columbia,130,0730,44,730,COLUMBIA,44,730,0,130,0730,405,1262458.64436758,-351341.84884353,G1300730,1300730,797150394.851,136448.298597,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,307.7814881748627,NA,NA
1900,Columbia,130,0730,44,730,COLUMBIA,44,730,0,130,0730,405,1262458.64436758,-351341.84884353,G1300730,1300730,797150394.851,136448.298597,Georgia,10653,0,1140569,68910,67586,136496,8.356061716094244,0,5055000,130910,1900,34.099012304831696,307.7814881748627,474.5142213460997,38.614315178366816
1900,Mobile,010,0970,41,970,MOBILE,41,970,0,010,0970,480,743060.77224958,-719256.23189882,G0100970,0100970,3251206069.42,535554.830467,Alabama,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1255.2976814322133,NA,NA
1900,Mobile,010,0970,41,970,MOBILE,41,970,0,010,0970,480,743060.77224958,-719256.23189882,G0100970,0100970,3251206069.42,535554.830467,Alabama,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1255.2976814322133,NA,NA
1900,Mobile,010,0970,41,970,MOBILE,41,970,0,010,0970,480,743060.77224958,-719256.23189882,G0100970,0100970,3251206069.42,535554.830467,Alabama,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1255.2976814322133,NA,NA
1900,Mobile,010,0970,41,970,MOBILE,41,970,0,010,0970,480,743060.77224958,-719256.23189882,G0100970,0100970,3251206069.42,535554.830467,Alabama,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1255.2976814322133,NA,NA
1900,Mobile,010,0970,41,970,MOBILE,41,970,0,010,0970,480,743060.77224958,-719256.23189882,G0100970,0100970,3251206069.42,535554.830467,Alabama,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1255.2976814322133,NA,NA
1900,Mobile,010,0970,41,970,MOBILE,41,970,0,010,0970,480,743060.77224958,-719256.23189882,G0100970,0100970,3251206069.42,535554.830467,Alabama,62740,0,1759158,17464,87673,105137,16.73205436715904,0,58000,78780,1900,68.27935780464192,1255.2976814322133,0.9244501115715652,0.7362274689007362
1900,Tama,190,1710,31,1710,TAMA,31,1710,0,190,1710,332,284861.59316273,518228.06925422,G1901710,1901710,1870907640.67,174219.80105,Iowa,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,722.3614785899539,NA,NA
1900,Tama,190,1710,31,1710,TAMA,31,1710,0,190,1710,332,284861.59316273,518228.06925422,G1901710,1901710,1870907640.67,174219.80105,Iowa,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,722.3614785899539,NA,NA
1900,Tama,190,1710,31,1710,TAMA,31,1710,0,190,1710,332,284861.59316273,518228.06925422,G1901710,1901710,1870907640.67,174219.80105,Iowa,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,722.3614785899539,NA,NA
1900,Tama,190,1710,31,1710,TAMA,31,1710,0,190,1710,332,284861.59316273,518228.06925422,G1901710,1901710,1870907640.67,174219.80105,Iowa,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,722.3614785899539,NA,NA
1900,Tama,190,1710,31,1710,TAMA,31,1710,0,190,1710,332,284861.59316273,518228.06925422,G1901710,1901710,1870907640.67,174219.80105,Iowa,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,722.3614785899539,NA,NA
1900,Tama,190,1710,31,1710,TAMA,31,1710,0,190,1710,332,284861.59316273,518228.06925422,G1901710,1901710,1870907640.67,174219.80105,Iowa,24585,0,26377951,391668,46928,438596,60.14179563881112,0,0,5341740,1900,245.4237294074294,722.3614785899539,0,0
1900,Wilkes,130,3170,44,3170,WILKES,44,3170,0,130,3170,1324,1214929.6139165,-331366.71934466,G1303170,1303170,1219411578.52,180827.172562,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,470.81744267930253,NA,NA
1900,Wilkes,130,3170,44,3170,WILKES,44,3170,0,130,3170,1324,1214929.6139165,-331366.71934466,G1303170,1303170,1219411578.52,180827.172562,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,470.81744267930253,NA,NA
1900,Wilkes,130,3170,44,3170,WILKES,44,3170,0,130,3170,1324,1214929.6139165,-331366.71934466,G1303170,1303170,1219411578.52,180827.172562,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,470.81744267930253,NA,NA
1900,Wilkes,130,3170,44,3170,WILKES,44,3170,0,130,3170,1324,1214929.6139165,-331366.71934466,G1303170,1303170,1219411578.52,180827.172562,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,470.81744267930253,NA,NA
1900,Wilkes,130,3170,44,3170,WILKES,44,3170,0,130,3170,1324,1214929.6139165,-331366.71934466,G1303170,1303170,1219411578.52,180827.172562,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,470.81744267930253,NA,NA
1900,Wilkes,130,3170,44,3170,WILKES,44,3170,0,130,3170,1324,1214929.6139165,-331366.71934466,G1303170,1303170,1219411578.52,180827.172562,Georgia,20866,0,3000760,120170,152414,272584,11.008569835353505,0,7821000,256670,1900,44.92323908418635,470.81744267930253,374.8202817981405,30.4710328437293
1900,Snohomish,530,0610,73,610,SNOHOMISH,73,610,0,530,0610,1816,-1908658.38077662,1436223.10581113,G5300610,5300610,5458747778.12,452644.6625,Washington,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,2107.634300344336,NA,NA
1900,Snohomish,530,0610,73,610,SNOHOMISH,73,610,0,530,0610,1816,-1908658.38077662,1436223.10581113,G5300610,5300610,5458747778.12,452644.6625,Washington,23950,0,3379582,23371,74136,97507,34.65989108474263,0,0,500,1900,141.43840636150657,2107.634300344336,0,0
1900,Polk,130,2330,44,2330,POLK,44,2330,0,130,2330,1294,989217.33358009,-335274.31198291,G1302330,1302330,808433261.028,133290.712013,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,312.1378271609131,NA,NA
1900,Polk,130,2330,44,2330,POLK,44,2330,0,130,2330,1294,989217.33358009,-335274.31198291,G1302330,1302330,808433261.028,133290.712013,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,312.1378271609131,NA,NA
1900,Polk,130,2330,44,2330,POLK,44,2330,0,130,2330,1294,989217.33358009,-335274.31198291,G1302330,1302330,808433261.028,133290.712013,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,312.1378271609131,NA,NA
1900,Polk,130,2330,44,2330,POLK,44,2330,0,130,2330,1294,989217.33358009,-335274.31198291,G1302330,1302330,808433261.028,133290.712013,Georgia,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,312.1378271609131,NA,NA
1900,Polk,130,2330,44,2330,POLK,44,2330,0,130,2330,1294,989217.33358009,-335274.31198291,G1302330,1302330,808433261.028,133290.712013,Georgia,17856,0,1840193,69179,70904,140083,13.13644767744837,0,4457500,319280,1900,53.60658001512032,312.1378271609131,249.63597670250897,13.961099974943624
1900,Brown,480,0490,49,490,BROWN,49,490,0,480,0490,926,-282855.41510612,-635706.11515567,G4800490,4800490,2478492421.28,216915.302403,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,956.9512739114467,NA,NA
1900,Brown,480,0490,49,490,BROWN,49,490,0,480,0490,926,-282855.41510612,-635706.11515567,G4800490,4800490,2478492421.28,216915.302403,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,956.9512739114467,NA,NA
1900,Brown,480,0490,49,490,BROWN,49,490,0,480,0490,926,-282855.41510612,-635706.11515567,G4800490,4800490,2478492421.28,216915.302403,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,956.9512739114467,NA,NA
1900,Brown,480,0490,49,490,BROWN,49,490,0,480,0490,926,-282855.41510612,-635706.11515567,G4800490,4800490,2478492421.28,216915.302403,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,956.9512739114467,NA,NA
1900,Brown,480,0490,49,490,BROWN,49,490,0,480,0490,926,-282855.41510612,-635706.11515567,G4800490,4800490,2478492421.28,216915.302403,Texas,16019,0,4542948,113860,375835,489695,9.277096968521223,0,5819000,695740,1900,37.85752839443894,956.9512739114467,363.2561333416568,8.363756575732314
1900,Mclennan,480,3090,49,3090,MCLENNAN,49,3090,0,480,3090,2044,-113660.05841014,-664140.37199376,G4803090,4803090,2746018589.45,211482.611892,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1060.2437049218731,NA,NA
1900,Mclennan,480,3090,49,3090,MCLENNAN,49,3090,0,480,3090,2044,-113660.05841014,-664140.37199376,G4803090,4803090,2746018589.45,211482.611892,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1060.2437049218731,NA,NA
1900,Mclennan,480,3090,49,3090,MCLENNAN,49,3090,0,480,3090,2044,-113660.05841014,-664140.37199376,G4803090,4803090,2746018589.45,211482.611892,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1060.2437049218731,NA,NA
1900,Mclennan,480,3090,49,3090,MCLENNAN,49,3090,0,480,3090,2044,-113660.05841014,-664140.37199376,G4803090,4803090,2746018589.45,211482.611892,Texas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1060.2437049218731,NA,NA
1900,Mclennan,480,3090,49,3090,MCLENNAN,49,3090,0,480,3090,2044,-113660.05841014,-664140.37199376,G4803090,4803090,2746018589.45,211482.611892,Texas,59772,0,17002186,385672,185673,571345,29.758177633478898,0,30082500,2401820,1900,121.43573130137946,1060.2437049218731,503.28749247139126,12.52487696829904
1900,Paulding,390,1250,24,1250,PAULDING,24,1250,0,390,1250,2827,949062.66268511,462351.2475177,G3901250,3901250,1084936208.44,135829.087875,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,418.89621201388456,NA,NA
1900,Paulding,390,1250,24,1250,PAULDING,24,1250,0,390,1250,2827,949062.66268511,462351.2475177,G3901250,3901250,1084936208.44,135829.087875,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,418.89621201388456,NA,NA
1900,Paulding,390,1250,24,1250,PAULDING,24,1250,0,390,1250,2827,949062.66268511,462351.2475177,G3901250,3901250,1084936208.44,135829.087875,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,418.89621201388456,NA,NA
1900,Paulding,390,1250,24,1250,PAULDING,24,1250,0,390,1250,2827,949062.66268511,462351.2475177,G3901250,3901250,1084936208.44,135829.087875,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,418.89621201388456,NA,NA
1900,Paulding,390,1250,24,1250,PAULDING,24,1250,0,390,1250,2827,949062.66268511,462351.2475177,G3901250,3901250,1084936208.44,135829.087875,Ohio,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,418.89621201388456,NA,NA
1900,Paulding,390,1250,24,1250,PAULDING,24,1250,0,390,1250,2827,949062.66268511,462351.2475177,G3901250,3901250,1084936208.44,135829.087875,Ohio,27528,0,11105923,189058,59245,248303,44.7273009186357,0,0,3779830,1900,182.5210052540578,418.89621201388456,0,0
1900,Lincoln,050,0790,42,790,LINCOLN,42,790,0,050,0790,131,391337.4271652,-387816.32824232,G0500790,0500790,1475760382.98,213948.324423,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,569.7942694339242,NA,NA
1900,Lincoln,050,0790,42,790,LINCOLN,42,790,0,050,0790,131,391337.4271652,-387816.32824232,G0500790,0500790,1475760382.98,213948.324423,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,569.7942694339242,NA,NA
1900,Lincoln,050,0790,42,790,LINCOLN,42,790,0,050,0790,131,391337.4271652,-387816.32824232,G0500790,0500790,1475760382.98,213948.324423,Arkansas,13389,0,2365629,88879,125146,214025,11.053049877350777,0,9103500,439359,1900,45.104751087198856,569.7942694339242,679.9238180596012,20.71995793872437
1900,Merrick,310,1210,35,1210,MERRICK,35,1210,0,310,1210,2120,-169633.78908935,413035.35912124,G3101210,3101210,1281321225.28,235649.020633,Nebraska,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,494.72089093103983,NA,NA
1900,Merrick,310,1210,35,1210,MERRICK,35,1210,0,310,1210,2120,-169633.78908935,413035.35912124,G3101210,3101210,1281321225.28,235649.020633,Nebraska,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,494.72089093103983,NA,NA
1900,Merrick,310,1210,35,1210,MERRICK,35,1210,0,310,1210,2120,-169633.78908935,413035.35912124,G3101210,3101210,1281321225.28,235649.020633,Nebraska,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,494.72089093103983,NA,NA
1900,Merrick,310,1210,35,1210,MERRICK,35,1210,0,310,1210,2120,-169633.78908935,413035.35912124,G3101210,3101210,1281321225.28,235649.020633,Nebraska,9255,0,8660340,266205,24676,290881,29.772793685390244,0,0,2377240,1900,121.49537577875486,494.72089093103983,0,0
1900,Logan,050,0830,42,830,LOGAN,42,830,0,050,0830,132,208250.04051054,-252236.94968581,G0500830,0500830,1749956477.46,237378.448518,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,675.6619733902949,NA,NA
1900,Logan,050,0830,42,830,LOGAN,42,830,0,050,0830,132,208250.04051054,-252236.94968581,G0500830,0500830,1749956477.46,237378.448518,Arkansas,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,675.6619733902949,NA,NA
1900,Logan,050,0830,42,830,LOGAN,42,830,0,050,0830,132,208250.04051054,-252236.94968581,G0500830,0500830,1749956477.46,237378.448518,Arkansas,20563,0,2915730,126244,126896,253140,11.518250770324721,0,4572000,793480,1900,47.0031203803773,675.6619733902949,222.34109808880027,5.761959973786359
1900,Santa Rosa,120,1130,43,1130,SANTA ROSA,43,1130,0,120,1130,303,867162.18583154,-715509.97532526,G1201130,1201130,3942528828.5,503724.031354,Florida,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1522.2188909971483,NA,NA
1900,Santa Rosa,120,1130,43,1130,SANTA ROSA,43,1130,0,120,1130,303,867162.18583154,-715509.97532526,G1201130,1201130,3942528828.5,503724.031354,Florida,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1522.2188909971483,NA,NA
1900,Santa Rosa,120,1130,43,1130,SANTA ROSA,43,1130,0,120,1130,303,867162.18583154,-715509.97532526,G1201130,1201130,3942528828.5,503724.031354,Florida,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1522.2188909971483,NA,NA
1900,Santa Rosa,120,1130,43,1130,SANTA ROSA,43,1130,0,120,1130,303,867162.18583154,-715509.97532526,G1201130,1201130,3942528828.5,503724.031354,Florida,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1522.2188909971483,NA,NA
1900,Santa Rosa,120,1130,43,1130,SANTA ROSA,43,1130,0,120,1130,303,867162.18583154,-715509.97532526,G1201130,1201130,3942528828.5,503724.031354,Florida,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1522.2188909971483,NA,NA
1900,Santa Rosa,120,1130,43,1130,SANTA ROSA,43,1130,0,120,1130,303,867162.18583154,-715509.97532526,G1201130,1201130,3942528828.5,503724.031354,Florida,10293,0,438077,9385,42572,51957,8.431529918971457,0,40500,49860,1900,34.40697929525939,1522.2188909971483,3.9347129116875545,0.8122743682310469
1900,Lake,120,0690,43,690,LAKE,43,690,0,120,0690,289,1392521.61778901,-869800.21390456,G1200690,1200690,2995127456.46,329545.099526,Florida,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1156.425176198975,NA,NA
1900,Lake,120,0690,43,690,LAKE,43,690,0,120,0690,289,1392521.61778901,-869800.21390456,G1200690,1200690,2995127456.46,329545.099526,Florida,7467,0,1805119,22171,65928,88099,20.489665035925494,0,2000,47330,1900,83.61323359259201,1156.425176198975,0.26784518548279096,0.04225649693640397
1900,Kootenai,160,0550,63,550,KOOTENAI,63,550,0,160,0550,1337,-1535728.96354098,1348784.86859766,G1600550,1600550,13751331370.6,608061.539985,Idaho,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,5309.418725709904,NA,NA
1900,Kootenai,160,0550,63,550,KOOTENAI,63,550,0,160,0550,1337,-1535728.96354098,1348784.86859766,G1600550,1600550,13751331370.6,608061.539985,Idaho,10216,0,2123373,49757,165242,214999,9.876199424183369,0,0,220,1900,40.302316705196795,5309.418725709904,0,0
1900,Douglas,410,0190,72,190,DOUGLAS,72,190,0,410,0190,1125,-2165862.39467186,961679.64480173,G4100190,4100190,13260808442.4,750603.561169,Oregon,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,5120.026764292752,NA,NA
1900,Douglas,410,0190,72,190,DOUGLAS,72,190,0,410,0190,1125,-2165862.39467186,961679.64480173,G4100190,4100190,13260808442.4,750603.561169,Oregon,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,5120.026764292752,NA,NA
1900,Douglas,410,0190,72,190,DOUGLAS,72,190,0,410,0190,1125,-2165862.39467186,961679.64480173,G4100190,4100190,13260808442.4,750603.561169,Oregon,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,5120.026764292752,NA,NA
