GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOB001,AOS001,AOS002,AOD001,AOD002,AOD003
"G2900370","1880","Missouri","290","Cass","0370","Cass","34","370",22431,286467,77551,6706466,311378,1470110
"G2900390","1880","Missouri","290","Cedar","0390","Cedar","34","390",10741,82691,121703,1611390,71833,584618
"G2900410","1880","Missouri","290","Chariton","0410","Chariton","34","410",25224,264184,108043,5056703,251773,1448974
"G2900430","1880","Missouri","290","Christian","0430","Christian","34","430",9628,56086,81546,1132803,83980,319023
"G2900450","1880","Missouri","290","Clark","0450","Clark","34","450",15031,192585,75121,4044372,163487,893447
"G2900470","1880","Missouri","290","Clay","0470","Clay","34","470",15572,184455,61848,4860571,158852,1250961
"G2900490","1880","Missouri","290","Clinton","0490","Clinton","34","490",16073,204332,47821,5724125,205066,1458551
"G2900510","1880","Missouri","290","Cole","0510","Cole","34","510",15515,104288,115683,2264490,137701,417407
"G2900530","1880","Missouri","290","Cooper","0530","Cooper","34","530",21596,230272,102950,5579928,247011,1163742
"G2900550","1880","Missouri","290","Crawford","0550","Crawford","34","550",10756,54339,136873,1138503,62283,333267
"G2900570","1880","Missouri","290","Dade","0570","Dade","34","570",12557,98290,109445,1915817,103229,702328
"G2900590","1880","Missouri","290","Dallas","0590","Dallas","34","590",9263,67001,126365,1079713,61948,359016
"G2900610","1880","Missouri","290","Daviess","0610","Daviess","34","610",19145,250369,87816,4836423,236360,1329850
"G2900630","1880","Missouri","290","DeKalb","0630","De Kalb","34","630",13334,179437,47357,3978901,208969,1176919
"G2900650","1880","Missouri","290","Dent","0650","Dent","34","650",10646,46293,162259,973515,45319,268064
"G2900670","1880","Missouri","290","Douglas","0670","Douglas","34","670",7753,33915,84865,365297,38440,224452
"G2900690","1880","Missouri","290","Dunklin","0690","Dunklin","34","690",9604,43687,57622,809547,45792,274060
"G2900710","1880","Missouri","290","Franklin","0710","Franklin","34","710",26534,161693,206015,5930169,316777,810397
"G2900730","1880","Missouri","290","Gasconade","0730","Gasconade","34","730",11153,71015,180933,2327940,188443,419149
"G2900750","1880","Missouri","290","Gentry","0750","Gentry","34","750",17176,164154,72848,3783766,168002,1251015
"G2900770","1880","Missouri","290","Greene","0770","Greene","34","770",28801,176155,146587,4228585,245748,849559
"G2900790","1880","Missouri","290","Grundy","0790","Grundy","34","790",15185,180233,68131,3419297,169940,957980
"G2900810","1880","Missouri","290","Harrison","0810","Harrison","34","810",20304,255302,119114,4905152,280676,1475096
"G2900830","1880","Missouri","290","Henry","0830","Henry","34","830",23906,325171,87177,5187280,293278,2203722
"G2900850","1880","Missouri","290","Hickory","0850","Hickory","34","850",7387,63075,109424,1068466,77933,440734
"G2900870","1880","Missouri","290","Holt","0870","Holt","34","870",15509,163987,55172,4367144,187604,1148193
"G2900890","1880","Missouri","290","Howard","0890","Howard","34","890",18428,198601,79522,4448883,190326,1001988
"G2900910","1880","Missouri","290","Howell","0910","Howell","34","910",8814,42109,124365,783869,46111,258499
"G2900930","1880","Missouri","290","Iron","0930","Iron","34","930",8183,31976,55648,769637,35838,159695
"G2900950","1880","Missouri","290","Jackson","0950","Jackson","34","950",82325,270606,86672,9421882,252717,1517029
"G2900970","1880","Missouri","290","Jasper","0970","Jasper","34","970",32019,204968,99404,4947326,256691,1021158
"G2900990","1880","Missouri","290","Jefferson","0990","Jefferson","34","990",18736,107654,182162,3487885,151835,543690
"G2901010","1880","Missouri","290","Johnson","1010","Johnson","34","1010",28172,362242,117953,7721228,364893,1761273
"G2901030","1880","Missouri","290","Knox","1030","Knox","34","1030",13047,232813,76693,3622677,174618,1062834
"G2901050","1880","Missouri","290","Laclede","1050","Laclede","34","1050",11524,63499,109000,1322300,68219,402741
"G2901070","1880","Missouri","290","Lafayette","1070","Lafayette","34","1070",25710,293122,75055,8204830,341270,1575716
"G2901090","1880","Missouri","290","Lawrence","1090","Lawrence","34","1090",17583,127295,119592,3013446,163323,733388
"G2901110","1880","Missouri","290","Lewis","1110","Lewis","34","1110",15925,201705,86392,4427914,194641,1009634
"G2901130","1880","Missouri","290","Lincoln","1130","Lincoln","34","1130",17426,194311,152041,4243837,211759,1024403
"G2901150","1880","Missouri","290","Linn","1150","Linn","34","1150",20016,258553,95358,4637080,259703,1463071
"G2901170","1880","Missouri","290","Livingston","1170","Livingston","34","1170",20196,203182,73579,4470896,229207,1067524
"G2901190","1880","Missouri","290","McDonald","1190","Mcdonald","34","1190",7816,41358,55796,838239,47267,265995
"G2901210","1880","Missouri","290","Macon","1210","Macon","34","1210",26222,268275,134767,4600154,285751,1490182
"G2901230","1880","Missouri","290","Madison","1230","Madison","34","1230",8876,48956,85484,1007675,64536,262885
"G2901250","1880","Missouri","290","Maries","1250","Maries","34","1250",7304,55201,134126,1090610,66980,370090
"G2901270","1880","Missouri","290","Marion","1270","Marion","34","1270",24837,172324,73681,4643883,188985,881511
"G2901290","1880","Missouri","290","Mercer","1290","Mercer","34","1290",14673,166260,89266,2853265,166314,997961
"G2901310","1880","Missouri","290","Miller","1310","Miller","34","1310",9805,69535,148852,1557715,98514,437871
"G2901330","1880","Missouri","290","Mississippi","1330","Mississippi","34","1330",9270,64550,47237,1464280,86734,378077
"G2901350","1880","Missouri","290","Moniteau","1350","Moniteau","34","1350",14346,158806,105058,2548243,159084,634864
"G2901370","1880","Missouri","290","Monroe","1370","Monroe","34","1370",19071,295276,90766,4548049,205341,1698148
"G2901390","1880","Missouri","290","Montgomery","1390","Montgomery","34","1390",16249,196105,93652,3592695,153003,767399
"G2901410","1880","Missouri","290","Morgan","1410","Morgan","34","1410",10132,143196,116487,2090678,119185,2096034
"G2901430","1880","Missouri","290","New Madrid","1430","New Madrid","34","1430",7694,50360,54277,1077774,58144,276769
"G2901450","1880","Missouri","290","Newton","1450","Newton","34","1450",18947,107000,80203,2135200,133142,583275
"G2901470","1880","Missouri","290","Nodaway","1470","Nodaway","34","1470",29544,373814,89743,8664802,391886,2565141
"G2901490","1880","Missouri","290","Oregon","1490","Oregon","34","1490",5791,28264,131675,400857,36761,208785
"G2901510","1880","Missouri","290","Osage","1510","Osage","34","1510",11824,79573,193894,1987590,139149,376873
"G2901530","1880","Missouri","290","Ozark","1530","Ozark","34","1530",5618,19404,51715,267567,22056,151613
"G2901550","1880","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",4299,20359,61085,393515,22131,176087
"G2901570","1880","Missouri","290","Perry","1570","Perry","34","1570",11895,98052,155280,2323200,180719,404826
"G2901590","1880","Missouri","290","Pettis","1590","Pettis","34","1590",27271,315254,75176,6452094,275867,1637301
"G2901610","1880","Missouri","290","Phelps","1610","Phelps","34","1610",12568,60965,122571,1375330,80161,382123
"G2901630","1880","Missouri","290","Pike","1630","Pike","34","1630",26715,254843,126402,6755818,277290,1472775
"G2901650","1880","Missouri","290","Platte","1650","Platte","34","1650",17366,186926,69000,5763095,249175,1039640
"G2901670","1880","Missouri","290","Polk","1670","Polk","34","1670",15734,136056,163251,2333195,112954,777237
"G2901690","1880","Missouri","290","Pulaski","1690","Pulaski","34","1690",7250,34495,74989,649778,38955,221681
"G2901710","1880","Missouri","290","Putnam","1710","Putnam","34","1710",13555,166147,103563,2533655,153528,886111
"G2901730","1880","Missouri","290","Ralls","1730","Ralls","34","1730",11838,218946,69047,3862760,157421,946963
"G2901750","1880","Missouri","290","Randolph","1750","Randolph","34","1750",22751,205622,84169,4070670,177942,1163415
"G2901770","1880","Missouri","290","Ray","1770","Ray","34","1770",20190,251766,88428,4163556,195946,1255718
"G2901790","1880","Missouri","290","Reynolds","1790","Reynolds","34","1790",5722,29736,68624,481886,34760,196921
"G2901810","1880","Missouri","290","Ripley","1810","Ripley","34","1810",5377,24681,74182,448381,24509,178113
"G2901830","1880","Missouri","290","St Charles","1830","St Charles","34","1830",23065,174132,89697,7687934,354345,761183
"G2901850","1880","Missouri","290","St Clair","1850","St Clair","34","1850",14125,133226,126114,2133357,148068,879153
"G2901860","1880","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",10390,74872,151879,1850113,107845,296887
"G2901870","1880","Missouri","290","St Francois","1870","St Francois","34","1870",13822,75564,107728,1894989,98893,347404
"G2901890","1880","Missouri","290","St Louis","1890","St Louis","34","1890",31888,198040,53510,14247644,397229,774822
"G2901950","1880","Missouri","290","Saline","1950","Saline","34","1950",29911,345794,87293,8921470,335407,1910222
"G2901970","1880","Missouri","290","Schuyler","1970","Schuyler","34","1970",10470,110504,58548,1764238,108300,583994
"G2901990","1880","Missouri","290","Scotland","1990","Scotland","34","1990",12508,206274,74488,3720437,167446,994723
"G2902010","1880","Missouri","290","Scott","2010","Scott","34","2010",8587,58731,78236,1488126,92775,272693
"G2902030","1880","Missouri","290","Shannon","2030","Shannon","34","2030",3441,14753,58013,342174,15671,123647
"G2902050","1880","Missouri","290","Shelby","2050","Shelby","34","2050",14024,231751,69198,3331507,198392,1118912
"G2902070","1880","Missouri","290","Stoddard","2070","Stoddard","34","2070",13431,64979,90927,1183459,91175,449581
"G2902090","1880","Missouri","290","Stone","2090","Stone","34","2090",4404,20969,33522,313333,29546,143541
"G2902110","1880","Missouri","290","Sullivan","2110","Sullivan","34","2110",16569,164278,111307,2978962,200699,1257069
"G2902130","1880","Missouri","290","Taney","2130","Taney","34","2130",5599,24948,62235,351490,26886,201584
"G2902150","1880","Missouri","290","Texas","2150","Texas","34","2150",12206,60923,191122,1145495,66613,406724
"G2902170","1880","Missouri","290","Vernon","2170","Vernon","34","2170",19369,221331,99501,3890518,222236,1487291
"G2902190","1880","Missouri","290","Warren","2190","Warren","34","2190",10806,107344,106157,3487773,204902,495526
"G2902210","1880","Missouri","290","Washington","2210","Washington","34","2210",12896,74259,147093,2074056,75499,391756
"G2902230","1880","Missouri","290","Wayne","2230","Wayne","34","2230",9096,47234,89820,815074,49037,278876
"G2902250","1880","Missouri","290","Webster","2250","Webster","34","2250",12175,66911,104560,1139790,68843,347407
"G2902270","1880","Missouri","290","Worth","2270","Worth","34","2270",8203,85413,46146,2057617,99170,646781
"G2902290","1880","Missouri","290","Wright","2290","Wright","34","2290",9712,49371,138113,721021,49968,294310
"G2905100","1880","Missouri","290","St Louis City","5100","St Louis City","34","5100",350518,10818,2879,3835885,40625,162754
"G3050015","1880","Montana Territory","305","Beaverhead","0015","Beaverhead","64","10",2712,22662,8050,193000,12675,662063
"G3050055","1880","Montana Territory","305","Chouteau","0055","Chouteau","64","150",3058,4229,10143,143600,11995,420365
"G3050075","1880","Montana Territory","305","Custer","0075","Custer","64","170",2510,2957,23615,93570,14030,51262
"G3050095","1880","Montana Territory","305","Dawson","0095","Dawson","64","210",180,0,0,0,0,7495
"G3050115","1880","Montana Territory","305","Deer Lodge","0115","Deer Lodge","64","230",8876,47291,3141,552800,70200,793641
"G3050135","1880","Montana Territory","305","Gallatin","0135","Gallatin","64","310",3643,33484,19853,540180,75175,488842
"G3050155","1880","Montana Territory","305","Jefferson","0155","Jefferson","64","430",2464,19320,1310,157879,16760,227918
"G3050175","1880","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark","64","490",6521,41166,7276,428870,37585,849622
"G3050195","1880","Montana Territory","305","Madison","0195","Madison","64","570",3915,44219,29070,556530,62700,667701
"G3050215","1880","Montana Territory","305","Meagher","0215","Meagher","64","590",2743,27537,18391,278640,48860,776521
"G3050235","1880","Montana Territory","305","Missoula","0235","Missoula","64","630",2537,19746,22223,289435,51205,206124
"G3100010","1880","Nebraska","310","Adams","0010","Adams","35","10",10235,169684,77510,2519639,236415,510449
"G3100030","1880","Nebraska","310","Antelope","0030","Antelope","35","30",3953,34563,46284,594002,51888,191389
"G3100075","1880","Nebraska","310","Blackbird","0075","Blackbird","35","1730",109,,,,,
"G3100110","1880","Nebraska","310","Boone","0110","Boone","35","110",4170,38684,98051,821205,79537,204486
"G3100190","1880","Nebraska","310","Buffalo","0190","Buffalo","35","190",7531,83858,147132,1471856,148498,479731
"G3100210","1880","Nebraska","310","Burt","0210","Burt","35","210",6937,98097,57502,1781535,120965,778912
"G3100230","1880","Nebraska","310","Butler","0230","Butler","35","230",9194,126298,81788,2240217,197187,644734
"G3100250","1880","Nebraska","310","Cass","0250","Cass","35","250",16683,215368,55659,4496697,263355,1218624
"G3100270","1880","Nebraska","310","Cedar","0270","Cedar","35","270",2899,43597,40126,667920,69720,282778
"G3100290","1880","Nebraska","310","Chase","0290","Chase","35","290",70,0,5180,5950,285,179064
"G3100330","1880","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",1558,1440,2660,22700,14410,1686671
"G3100350","1880","Nebraska","310","Clay","0350","Clay","35","350",11294,217696,73955,3194245,324404,720138
"G3100370","1880","Nebraska","310","Colfax","0370","Colfax","35","370",6588,77971,69340,1517350,122842,445777
"G3100390","1880","Nebraska","310","Cuming","0390","Cuming","35","390",5569,89308,55626,1424415,115289,482884
"G3100410","1880","Nebraska","310","Custer","0410","Custer","35","410",2211,12967,66520,245121,42171,181610
"G3100430","1880","Nebraska","310","Dakota","0430","Dakota","35","430",3213,60399,27628,965904,66494,362398
"G3100470","1880","Nebraska","310","Dawson","0470","Dawson","35","470",2909,17103,72527,573832,53631,313789
"G3100510","1880","Nebraska","310","Dixon","0510","Dixon","35","510",4177,57099,47629,819130,73251,356376
"G3100530","1880","Nebraska","310","Dodge","0530","Dodge","35","530",11263,173253,56132,3002443,209197,891549
"G3100550","1880","Nebraska","310","Douglas","0550","Douglas","35","550",37645,91280,32980,2977929,138315,586893
"G3100570","1880","Nebraska","310","Dundy","0570","Dundy","35","570",37,34,0,3010,875,113435
"G3100590","1880","Nebraska","310","Fillmore","0590","Fillmore","35","590",10204,194755,91581,3335958,269167,680398
"G3100610","1880","Nebraska","310","Franklin","0610","Franklin","35","610",5465,57194,135006,1061243,95875,275984
"G3100630","1880","Nebraska","310","Frontier","0630","Frontier","35","630",934,5868,53995,99491,9014,145087
"G3100650","1880","Nebraska","310","Furnas","0650","Furnas","35","650",6407,48435,190064,1066952,88103,354118
"G3100670","1880","Nebraska","310","Gage","0670","Gage","35","670",13164,194984,112068,3700822,239913,1054025
"G3100730","1880","Nebraska","310","Gosper","0730","Gosper","35","730",1673,11488,56873,207997,22153,93649
"G3100770","1880","Nebraska","310","Greeley","0770","Greeley","35","770",1461,10603,46203,316395,30373,91952
"G3100790","1880","Nebraska","310","Hall","0790","Hall","35","790",8572,97969,87737,1863942,169930,460126
"G3100810","1880","Nebraska","310","Hamilton","0810","Hamilton","35","810",8267,141798,100899,2240475,207092,567259
"G3100830","1880","Nebraska","310","Harlan","0830","Harlan","35","830",6086,58771,154146,1137280,40793,291366
"G3100850","1880","Nebraska","310","Hayes","0850","Hayes","35","850",119,613,5677,12825,9008,43632
"G3100870","1880","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",1012,2407,27641,80765,15405,142411
"G3100890","1880","Nebraska","310","Holt","0890","Holt","35","890",3287,27129,47616,274950,38275,177024
"G3100930","1880","Nebraska","310","Howard","0930","Howard","35","930",4391,50971,87718,927945,95759,249543
"G3100950","1880","Nebraska","310","Jefferson","0950","Jefferson","35","950",8096,90741,97919,2005985,147029,511832
"G3100970","1880","Nebraska","310","Johnson","0970","Johnson","35","970",7595,102462,56295,2618704,145970,717755
"G3100990","1880","Nebraska","310","Kearney","0990","Kearney","35","990",4072,63362,110340,1119370,107412,240387
"G3101010","1880","Nebraska","310","Keith","1010","Keith","35","1010",194,0,0,0,0,477300
"G3101070","1880","Nebraska","310","Knox","1070","Knox","35","1070",3666,36011,98956,650985,44288,210825
"G3101090","1880","Nebraska","310","Lancaster","1090","Lancaster","35","1090",28090,283124,88050,6478532,345918,1473780
"G3101110","1880","Nebraska","310","Lincoln","1110","Lincoln","35","1110",3632,37660,10178,409403,26156,745617
"G3101190","1880","Nebraska","310","Madison","1190","Madison","35","1190",5589,52104,85386,1129035,88583,356654
"G3101210","1880","Nebraska","310","Merrick","1210","Merrick","35","1210",5341,73230,56870,1351715,113984,388246
"G3101250","1880","Nebraska","310","Nance","1250","Nance","35","1250",1212,45194,7813,283126,20625,105667
"G3101270","1880","Nebraska","310","Nemaha","1270","Nemaha","35","1270",10451,141583,53748,3473500,174737,904189
"G3101290","1880","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",4235,43811,56281,807415,70593,295969
"G3101310","1880","Nebraska","310","Otoe","1310","Otoe","35","1310",15727,193957,75384,4676035,222724,1227652
"G3101330","1880","Nebraska","310","Pawnee","1330","Pawnee","35","1330",6920,87711,90883,2321127,112765,723929
"G3101370","1880","Nebraska","310","Phelps","1370","Phelps","35","1370",2447,26889,62788,419735,54916,139235
"G3101390","1880","Nebraska","310","Pierce","1390","Pierce","35","1390",1202,10846,23090,171080,17256,70942
"G3101410","1880","Nebraska","310","Platte","1410","Platte","35","1410",9511,98636,131759,2032345,193121,584032
"G3101430","1880","Nebraska","310","Polk","1430","Polk","35","1430",6846,102392,74094,1908713,167253,466216
"G3101450","1880","Nebraska","310","Red Willow","1450","Red Willow","35","1450",3044,10336,78902,226140,23173,169302
"G3101470","1880","Nebraska","310","Richardson","1470","Richardson","35","1470",15031,203123,57070,4920334,246879,1207726
"G3101510","1880","Nebraska","310","Saline","1510","Saline","35","1510",14491,189410,81788,3624646,298845,904635
"G3101530","1880","Nebraska","310","Sarpy","1530","Sarpy","35","1530",4481,85430,25172,1854515,111538,507734
"G3101550","1880","Nebraska","310","Saunders","1550","Saunders","35","1550",15810,249046,87789,4225827,293504,1197110
"G3101590","1880","Nebraska","310","Seward","1590","Seward","35","1590",11147,169975,78836,3320415,247061,874042
"G3101630","1880","Nebraska","310","Sherman","1630","Sherman","35","1630",2061,24715,59105,350579,42320,116729
"G3101650","1880","Nebraska","310","Sioux","1650","Sioux","35","1650",699,51,0,10250,3200,185750
"G3101670","1880","Nebraska","310","Stanton","1670","Stanton","35","1670",1813,31720,24967,445550,51420,215932
"G3101690","1880","Nebraska","310","Thayer","1690","Thayer","35","1690",6113,61826,66570,1313506,122435,386012
"G3101733","1880","Nebraska","310","Unorganized Territory","1733","Unorganized Territory","35","9995",2913,4290,16041,91335,20434,656510
"G3101750","1880","Nebraska","310","Valley","1750","Valley","35","1750",2324,15596,69606,362271,36275,137645
"G3101770","1880","Nebraska","310","Washington","1770","Washington","35","1770",8631,123519,54912,2537327,167451,715968
"G3101790","1880","Nebraska","310","Wayne","1790","Wayne","35","1790",813,17988,7330,166058,16599,75746
"G3101810","1880","Nebraska","310","Webster","1810","Webster","35","1810",7104,104310,139842,1722757,133259,428878
"G3101830","1880","Nebraska","310","Wheeler","1830","Wheeler","35","1830",644,13696,9712,83410,10925,51806
"G3101850","1880","Nebraska","310","York","1850","York","35","1850",11170,198274,91195,3148676,282680,710252
"G3200010","1880","Nevada","320","Churchill","0010","Churchill","65","10",479,7680,1040,171400,10100,80300
"G3200050","1880","Nevada","320","Douglas","0050","Douglas","65","50",1581,51962,10836,660790,39680,180557
"G3200070","1880","Nevada","320","Elko","0070","Elko","65","70",5716,98501,45112,785970,81595,1153517
"G3200090","1880","Nevada","320","Esmeralda","0090","Esmeralda","65","90",3220,18438,27106,574910,40850,228485
"G3200110","1880","Nevada","320","Eureka","0110","Eureka","65","110",7086,7963,5242,98650,7275,82935
"G3200130","1880","Nevada","320","Humboldt","0130","Humboldt","65","130",3480,36976,4897,248110,16920,260070
"G3200150","1880","Nevada","320","Lander","0150","Lander","65","150",3624,21581,41053,344025,25390,192580
"G3200170","1880","Nevada","320","Lincoln","0170","Lincoln","65","170",2637,7264,1380,154350,15955,96679
"G3200190","1880","Nevada","320","Lyon","0190","Lyon","65","190",2409,10033,6060,238200,16175,47950
"G3200230","1880","Nevada","320","Nye","0230","Nye","65","230",1875,11463,7018,231050,17620,385334
"G3200250","1880","Nevada","320","Ormsby","0250","Ormsby","65","250",5412,4347,1665,148860,4660,20535
"G3200275","1880","Nevada","320","Roop","0275","Roop","65","279",286,5462,2090,78300,7560,151900
"G3200290","1880","Nevada","320","Storey","0290","Storey","65","290",16115,60,645,11300,1140,4700
"G3200310","1880","Nevada","320","Washoe","0310","Washoe","65","310",5664,40221,24407,1434000,67003,269647
"G3200330","1880","Nevada","320","White Pine","0330","White Pine","65","330",2682,22472,7888,228410,26865,244560
"G3300010","1880","New Hampshire","330","Belknap","0010","Belknap","4","10",17948,167167,68776,4207152,183068,608951
"G3300030","1880","New Hampshire","330","Carroll","0030","Carroll","4","30",18224,180575,168232,4431572,164626,703680
"G3300050","1880","New Hampshire","330","Cheshire","0050","Cheshire","4","50",28734,233845,180028,6768176,295683,950787
"G3300070","1880","New Hampshire","330","Coos","0070","Coos","4","70",18580,139089,122004,4350042,192544,774838
"G3300090","1880","New Hampshire","330","Grafton","0090","Grafton","4","90",38788,425783,287923,10520102,478498,1790600
"G3300110","1880","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",75634,301752,149018,11367356,454557,1210741
"G3300130","1880","New Hampshire","330","Merrimack","0130","Merrimack","4","130",46300,305282,180523,11392722,426083,1325561
"G3300150","1880","New Hampshire","330","Rockingham","0150","Rockingham","4","150",49064,223544,121991,13138536,481735,1114316
"G3300170","1880","New Hampshire","330","Strafford","0170","Strafford","4","170",35558,125087,59532,5059086,180510,524515
"G3300190","1880","New Hampshire","330","Sullivan","0190","Sullivan","4","190",18161,205988,75034,4599647,211936,808075
"G3400010","1880","New Jersey","340","Atlantic","0010","Atlantic","12","10",18704,28008,77118,2078780,51697,148711
"G3400030","1880","New Jersey","340","Bergen","0030","Bergen","12","30",36786,69163,24845,13011720,397370,665928
"G3400050","1880","New Jersey","340","Burlington","0050","Burlington","12","50",55402,195744,73790,18331720,710561,1592943
"G3400070","1880","New Jersey","340","Camden","0070","Camden","12","70",62942,56985,24807,5717348,249390,429344
"G3400090","1880","New Jersey","340","Cape May","0090","Cape May","12","90",9765,30064,21968,1436430,49140,125132
"G3400110","1880","New Jersey","340","Cumberland","0110","Cumberland","12","110",37687,104246,51991,7052453,289638,497097
"G3400130","1880","New Jersey","340","Essex","0130","Essex","12","130",189929,29061,8649,7767450,133271,362089
"G3400150","1880","New Jersey","340","Gloucester","0150","Gloucester","12","150",25886,119107,29000,9017002,385516,727786
"G3400170","1880","New Jersey","340","Hudson","0170","Hudson","12","170",187944,2728,193,2380900,39024,41327
"G3400190","1880","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",38570,210851,34186,14572674,765004,1571263
"G3400210","1880","New Jersey","340","Mercer","0210","Mercer","12","210",58061,105851,15057,10830608,438844,873275
"G3400230","1880","New Jersey","340","Middlesex","0230","Middlesex","12","230",52286,116325,38641,11931840,418756,791355
"G3400250","1880","New Jersey","340","Monmouth","0250","Monmouth","12","250",55538,160561,52050,18183342,686542,1421434
"G3400270","1880","New Jersey","340","Morris","0270","Morris","12","270",50861,143594,99184,14419618,401973,989062
"G3400290","1880","New Jersey","340","Ocean","0290","Ocean","12","290",14455,38499,48943,2738300,85527,199532
"G3400310","1880","New Jersey","340","Passaic","0310","Passaic","12","310",68860,35787,51128,4292788,88822,298384
"G3400330","1880","New Jersey","340","Salem","0330","Salem","12","330",24579,136917,38322,9291818,427464,892819
"G3400350","1880","New Jersey","340","Somerset","0350","Somerset","12","350",27162,155629,22882,12226586,504699,945442
"G3400370","1880","New Jersey","340","Sussex","0370","Sussex","12","370",23539,180846,72842,9801524,291946,1052293
"G3400390","1880","New Jersey","340","Union","0390","Union","12","390",55571,29800,8629,4573345,111631,269190
"G3400410","1880","New Jersey","340","Warren","0410","Warren","12","410",36589,146531,39251,11239592,394270,967006
"G3550035","1880","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",17225,3821,13170,228075,5470,653770
"G3550075","1880","New Mexico Territory","355","Colfax","0075","Colfax","66","70",3398,51606,56146,138125,3715,370340
"G3550115","1880","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",7612,25786,20443,354695,18954,172335
"G3550155","1880","New Mexico Territory","355","Grant","0155","Grant","66","170",4539,5267,4500,155970,10925,102137
"G3550195","1880","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",2513,4821,8619,157625,7527,122880
"G3550255","1880","New Mexico Territory","355","Mora","0255","Mora","66","330",9751,18848,39055,719781,68228,496665
"G3550315","1880","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",11023,18762,42377,1153240,11902,454378
"G3550395","1880","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",20638,27861,148188,757409,16516,698628
"G3550435","1880","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",10867,8619,4417,214279,6893,111795
"G3550475","1880","New Mexico Territory","355","Socorro","0475","Socorro","66","530",7875,26013,14539,471170,41094,667061
"G3550495","1880","New Mexico Territory","355","Taos","0495","Taos","66","550",11029,33740,31278,738845,41680,598313
"G3550555","1880","New Mexico Territory","355","Valencia","0555","Valencia","66","610",13095,12248,11007,425185,22258,562498
"G3600010","1880","New York","360","Albany","0010","Albany","13","10",154890,254521,51736,19898866,1047171,1589181
"G3600030","1880","New York","360","Allegany","0030","Allegany","13","30",41810,424612,184932,16994924,767950,2778713
"G3600070","1880","New York","360","Broome","0070","Broome","13","70",49483,301417,118892,14449412,608054,1835138
"G3600090","1880","New York","360","Cattaraugus","0090","Cattaraugus","13","90",55806,420420,225609,20534050,816907,2914243
"G3600110","1880","New York","360","Cayuga","0110","Cayuga","13","110",65081,357895,68960,27872528,1176395,2672662
"G3600130","1880","New York","360","Chautauqua","0130","Chautauqua","13","130",65342,507467,153385,25845834,961851,3342930
"G3600150","1880","New York","360","Chemung","0150","Chemung","13","150",43065,179472,66494,10380268,410686,1065027
"G3600170","1880","New York","360","Chenango","0170","Chenango","13","170",39891,472200,131722,17338916,743931,2746533
"G3600190","1880","New York","360","Clinton","0190","Clinton","13","190",50897,275959,142038,9934376,409286,1249531
"G3600210","1880","New York","360","Columbia","0210","Columbia","13","210",47928,348700,59775,19884918,764132,1780247
"G3600230","1880","New York","360","Cortland","0230","Cortland","13","230",25825,251131,67281,10669362,447528,1714397
"G3600250","1880","New York","360","Delaware","0250","Delaware","13","250",42721,467495,269408,16908566,787777,2948435
"G3600270","1880","New York","360","Dutchess","0270","Dutchess","13","270",79184,383041,107580,35977880,902428,4981382
"G3600290","1880","New York","360","Erie","0290","Erie","13","290",219884,503015,111680,34598336,1771479,3550438
"G3600310","1880","New York","360","Essex","0310","Essex","13","310",34515,225134,192952,6172745,278787,1058286
"G3600330","1880","New York","360","Franklin","0330","Franklin","13","330",32390,250645,107116,9279816,445809,1248991
"G3600350","1880","New York","360","Fulton","0350","Fulton","13","350",30985,192445,91241,6649291,334838,900984
"G3600370","1880","New York","360","Genesee","0370","Genesee","13","370",32806,264943,46755,19854440,708013,1931965
"G3600390","1880","New York","360","Greene","0390","Greene","13","390",32695,240734,114738,12603216,528735,1296268
"G3600410","1880","New York","360","Hamilton","0410","Hamilton","13","410",3923,28973,70348,921912,38639,133416
"G3600430","1880","New York","360","Herkimer","0430","Herkimer","13","430",42669,371750,82639,18989562,686909,2495413
"G3600450","1880","New York","360","Jefferson","0450","Jefferson","13","450",66103,594899,131884,26869176,1009347,3468873
"G3600470","1880","New York","360","Kings","0470","Kings","13","470",599495,9967,320,4872855,224550,254728
"G3600490","1880","New York","360","Lewis","0490","Lewis","13","490",31416,290994,172080,11978772,564962,1803505
"G3600510","1880","New York","360","Livingston","0510","Livingston","13","510",39562,311260,74425,22659984,890572,2380844
"G3600530","1880","New York","360","Madison","0530","Madison","13","530",44112,314735,79467,19301802,772012,2314369
"G3600550","1880","New York","360","Monroe","0550","Monroe","13","550",144903,349375,39329,38712936,1516051,3004379
