GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003
"G2701530","1890","Minnesota","270","Todd","1530","Todd","33","1530",12930,69833,155226,2469480,166380,511165
"G2701550","1890","Minnesota","270","Traverse","1550","Traverse","33","1550",4516,99759,91125,2142070,146170,424955
"G2701570","1890","Minnesota","270","Wabasha","1570","Wabasha","33","1570",16972,217459,75160,6167640,311140,977150
"G2701590","1890","Minnesota","270","Wadena","1590","Wadena","33","1590",4053,25687,37988,635650,45440,133800
"G2701610","1890","Minnesota","270","Waseca","1610","Waseca","33","1610",13313,200890,37343,5323830,232870,850070
"G2701630","1890","Minnesota","270","Washington","1630","Washington","33","1630",25992,118685,67530,7172860,220640,720840
"G2701650","1890","Minnesota","270","Watonwan","1650","Watonwan","33","1650",7746,130148,60647,3670280,176170,620340
"G2701670","1890","Minnesota","270","Wilkin","1670","Wilkin","33","1670",4346,84648,69592,1791094,124750,353237
"G2701690","1890","Minnesota","270","Winona","1690","Winona","33","1690",33797,220002,118121,7732670,336360,1107770
"G2701710","1890","Minnesota","270","Wright","1710","Wright","33","1710",24164,127255,197309,7549371,341450,985745
"G2701730","1890","Minnesota","270","Yellow Medicine","1730","Yellow Medicine","33","1730",9854,181369,109054,3842717,240010,827690
"G2800010","1890","Mississippi","280","Adams","0010","Adams","46","10",26031,75313,126048,1570310,59540,431870
"G2800030","1890","Mississippi","280","Alcorn","0030","Alcorn","46","30",13115,59497,128845,841920,39070,304530
"G2800050","1890","Mississippi","280","Amite","0050","Amite","46","50",18198,120315,215539,1604570,80170,532620
"G2800070","1890","Mississippi","280","Attala","0070","Attala","46","70",22213,126280,236054,1894310,119930,600160
"G2800090","1890","Mississippi","280","Benton","0090","Benton","46","90",10585,67446,136459,932570,46520,324130
"G2800110","1890","Mississippi","280","Bolivar","0110","Bolivar","46","110",29980,161337,80591,6127770,227280,1012380
"G2800130","1890","Mississippi","280","Calhoun","0130","Calhoun","46","130",14688,92440,201957,1450810,64460,463960
"G2800150","1890","Mississippi","280","Carroll","0150","Carroll","46","150",18773,119716,178045,1679230,89305,545800
"G2800170","1890","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",19891,110965,119501,1746350,89760,515330
"G2800190","1890","Mississippi","280","Choctaw","0190","Choctaw","46","190",10847,59996,139531,949120,60560,349290
"G2800210","1890","Mississippi","280","Claiborne","0210","Claiborne","46","210",14516,74964,78940,1120750,44940,312620
"G2800230","1890","Mississippi","280","Clarke","0230","Clarke","46","230",15826,63486,129247,856170,56450,282760
"G2800250","1890","Mississippi","280","Clay","0250","Clay","46","250",18607,104238,95362,2052060,85260,497020
"G2800270","1890","Mississippi","280","Coahoma","0270","Coahoma","46","270",18342,95019,85168,4175442,128860,501210
"G2800290","1890","Mississippi","280","Copiah","0290","Copiah","46","290",30233,170954,219862,2630810,154360,741170
"G2800310","1890","Mississippi","280","Covington","0310","Covington","46","310",8299,40249,151195,591090,32520,247580
"G2800330","1890","Mississippi","280","DeSoto","0330","De Soto","46","330",24183,150252,109750,3099680,126700,767910
"G2800370","1890","Mississippi","280","Franklin","0370","Franklin","46","370",10424,55651,157370,807740,60650,327350
"G2800410","1890","Mississippi","280","Greene","0410","Greene","46","410",3906,8910,112025,220260,8060,199740
"G2800430","1890","Mississippi","280","Grenada","0430","Grenada","46","430",14974,78077,123289,1335210,73900,375120
"G2800450","1890","Mississippi","280","Hancock","0450","Hancock","46","450",8318,2843,32975,79210,4490,29430
"G2800470","1890","Mississippi","280","Harrison","0470","Harrison","46","470",12481,8784,102575,415040,19190,167860
"G2800490","1890","Mississippi","280","Hinds","0490","Hinds","46","490",39279,238086,155207,3137600,150010,907130
"G2800510","1890","Mississippi","280","Holmes","0510","Holmes","46","510",30970,165754,183776,3920800,199840,714950
"G2800550","1890","Mississippi","280","Issaquena","0550","Issaquena","46","550",12318,68837,38767,2077820,115640,334600
"G2800570","1890","Mississippi","280","Itawamba","0570","Itawamba","46","570",11708,57503,164962,724900,41070,307470
"G2800590","1890","Mississippi","280","Jackson","0590","Jackson","46","590",11251,10698,164987,489280,15830,192790
"G2800610","1890","Mississippi","280","Jasper","0610","Jasper","46","610",14785,88238,195599,969980,46620,382080
"G2800630","1890","Mississippi","280","Jefferson","0630","Jefferson","46","630",18947,88545,116703,1652660,75140,540650
"G2800670","1890","Mississippi","280","Jones","0670","Jones","46","670",8333,26718,160632,486110,41320,192700
"G2800690","1890","Mississippi","280","Kemper","0690","Kemper","46","690",17961,110342,204170,1416510,62180,487360
"G2800710","1890","Mississippi","280","Lafayette","0710","Lafayette","46","710",20553,122144,209268,1864410,74350,507430
"G2800750","1890","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",29661,90356,142992,1694400,72050,422170
"G2800770","1890","Mississippi","280","Lawrence","0770","Lawrence","46","770",12318,72849,203171,973250,52920,419240
"G2800790","1890","Mississippi","280","Leake","0790","Leake","46","790",14803,80228,182040,1026070,56810,366620
"G2800810","1890","Mississippi","280","Lee","0810","Lee","46","810",20040,116456,120633,1626550,67280,504320
"G2800830","1890","Mississippi","280","Leflore","0830","Leflore","46","830",16869,80182,78223,3276060,137520,488040
"G2800850","1890","Mississippi","280","Lincoln","0850","Lincoln","46","850",17912,76326,171657,1181910,72820,436110
"G2800870","1890","Mississippi","280","Lowndes","0870","Lowndes","46","870",27047,169192,97162,2656840,74400,535320
"G2800890","1890","Mississippi","280","Madison","0890","Madison","46","890",27321,201601,139600,3413240,125500,756580
"G2800910","1890","Mississippi","280","Marion","0910","Marion","46","910",9532,32141,172258,637690,34855,319930
"G2800930","1890","Mississippi","280","Marshall","0930","Marshall","46","930",26043,202995,169500,2851010,113540,720630
"G2800950","1890","Mississippi","280","Monroe","0950","Monroe","46","950",30730,207337,174856,3456780,229190,909340
"G2800970","1890","Mississippi","280","Montgomery","0970","Montgomery","46","970",14459,87263,142442,1374780,71490,414340
"G2800990","1890","Mississippi","280","Neshoba","0990","Neshoba","46","990",11146,60445,181448,873480,49470,340800
"G2801010","1890","Mississippi","280","Newton","1010","Newton","46","1010",16625,90868,206372,1427870,73330,507560
"G2801030","1890","Mississippi","280","Noxubee","1030","Noxubee","46","1030",27338,164985,117453,2096400,99500,703770
"G2801050","1890","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",17694,99559,94070,1569025,66755,496445
"G2801070","1890","Mississippi","280","Panola","1070","Panola","46","1070",26977,203335,178287,3117630,148290,794780
"G2801090","1890","Mississippi","280","Pearl River","1090","Pearl River","46","1090",2957,5066,48227,140120,8260,105320
"G2801110","1890","Mississippi","280","Perry","1110","Perry","46","1110",6494,17468,147186,468240,39050,212420
"G2801130","1890","Mississippi","280","Pike","1130","Pike","46","1130",21203,82555,228067,1356410,56110,475690
"G2801150","1890","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",14940,77794,147184,1257120,60940,430080
"G2801170","1890","Mississippi","280","Prentiss","1170","Prentiss","46","1170",13679,69720,157190,1124020,51270,387630
"G2801190","1890","Mississippi","280","Quitman","1190","Quitman","46","1190",3286,15827,22271,494130,19020,112020
"G2801210","1890","Mississippi","280","Rankin","1210","Rankin","46","1210",17922,113220,221777,1455710,93450,510960
"G2801230","1890","Mississippi","280","Scott","1230","Scott","46","1230",11740,55178,148796,716130,39440,294990
"G2801250","1890","Mississippi","280","Sharkey","1250","Sharkey","46","1250",8382,44994,141568,1668530,75700,196740
"G2801270","1890","Mississippi","280","Simpson","1270","Simpson","46","1270",10138,59577,178890,748770,40700,299490
"G2801290","1890","Mississippi","280","Smith","1290","Smith","46","1290",10635,56002,188788,676490,51840,333690
"G2801330","1890","Mississippi","280","Sunflower","1330","Sunflower","46","1330",9384,35587,46902,1455650,59840,306260
"G2801350","1890","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",14361,71119,117320,1953030,66950,403500
"G2801370","1890","Mississippi","280","Tate","1370","Tate","46","1370",19253,146937,81782,1998300,96950,612350
"G2801390","1890","Mississippi","280","Tippah","1390","Tippah","46","1390",12951,89044,167585,1123120,64060,388230
"G2801410","1890","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",9302,39072,146249,507250,21700,187060
"G2801430","1890","Mississippi","280","Tunica","1430","Tunica","46","1430",12158,58796,61397,2318360,85750,449240
"G2801450","1890","Mississippi","280","Union","1450","Union","46","1450",15606,82003,137965,1365800,67130,457400
"G2801490","1890","Mississippi","280","Warren","1490","Warren","46","1490",33164,86739,60444,1848710,63750,404340
"G2801510","1890","Mississippi","280","Washington","1510","Washington","46","1510",40414,199001,151781,9241440,364420,1182800
"G2801530","1890","Mississippi","280","Wayne","1530","Wayne","46","1530",9817,31476,111267,527050,26240,257300
"G2801550","1890","Mississippi","280","Webster","1550","Webster","46","1550",12060,65674,144478,887990,49890,354310
"G2801570","1890","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",17592,117019,154987,1907320,88540,573720
"G2801590","1890","Mississippi","280","Winston","1590","Winston","46","1590",12089,63582,175471,750090,33730,341460
"G2801610","1890","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",16629,94801,153916,1515850,75160,419120
"G2801630","1890","Mississippi","280","Yazoo","1630","Yazoo","46","1630",36394,211424,255106,4744050,229280,1007320
"G2900010","1890","Missouri","290","Adair","0010","Adair","34","10",17417,206723,92447,4819601,200690,1365513
"G2900030","1890","Missouri","290","Andrew","0030","Andrew","34","30",16000,210161,48923,8667438,248005,1921995
"G2900050","1890","Missouri","290","Atchison","0050","Atchison","34","50",15533,299648,24105,10348580,305720,2927770
"G2900070","1890","Missouri","290","Audrain","0070","Audrain","34","70",22074,363622,25898,9338600,291650,2418700
"G2900090","1890","Missouri","290","Barry","0090","Barry","34","90",22943,151277,134432,4028837,147620,930760
"G2900110","1890","Missouri","290","Barton","0110","Barton","34","110",18504,217770,87522,6371950,225440,2320850
"G2900130","1890","Missouri","290","Bates","0130","Bates","34","130",32223,376783,107576,11441630,364890,2689825
"G2900150","1890","Missouri","290","Benton","0150","Benton","34","150",14973,172451,138331,3671075,169730,1184905
"G2900170","1890","Missouri","290","Bollinger","0170","Bollinger","34","170",13121,104594,160355,1713009,103080,538123
"G2900190","1890","Missouri","290","Boone","0190","Boone","34","190",26043,273336,116948,7212630,216110,1920315
"G2900210","1890","Missouri","290","Buchanan","0210","Buchanan","34","210",70100,190150,34226,11931100,278810,1464570
"G2900230","1890","Missouri","290","Butler","0230","Butler","34","230",10164,37405,65295,872000,42990,276730
"G2900250","1890","Missouri","290","Caldwell","0250","Caldwell","34","250",15152,188736,67591,6865050,211000,1703670
"G2900270","1890","Missouri","290","Callaway","0270","Callaway","34","270",25131,297914,155533,7925970,230650,2178660
"G2900290","1890","Missouri","290","Camden","0290","Camden","34","290",10040,56552,146095,1303910,65840,495135
"G2900310","1890","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",22060,170834,127066,4937150,268090,843620
"G2900330","1890","Missouri","290","Carroll","0330","Carroll","34","330",25742,332283,64959,10856600,353820,2300941
"G2900350","1890","Missouri","290","Carter","0350","Carter","34","350",4659,12457,28692,253800,13810,88000
"G2900370","1890","Missouri","290","Cass","0370","Cass","34","370",23301,331043,54099,10192802,333470,2240605
"G2900390","1890","Missouri","290","Cedar","0390","Cedar","34","390",15620,140109,110731,3476240,144840,912200
"G2900410","1890","Missouri","290","Chariton","0410","Chariton","34","410",26254,287450,103641,9285330,359210,2072262
"G2900430","1890","Missouri","290","Christian","0430","Christian","34","430",14017,99422,111852,2789475,111870,565330
"G2900450","1890","Missouri","290","Clark","0450","Clark","34","450",15126,209319,72745,6190600,291130,1425310
"G2900470","1890","Missouri","290","Clay","0470","Clay","34","470",19856,175348,40010,9833220,170700,1491970
"G2900490","1890","Missouri","290","Clinton","0490","Clinton","34","490",17138,215151,34983,8397706,177095,1851382
"G2900510","1890","Missouri","290","Cole","0510","Cole","34","510",17281,105952,102068,5419150,179510,523280
"G2900530","1890","Missouri","290","Cooper","0530","Cooper","34","530",22707,246532,82076,9123336,255830,1712045
"G2900550","1890","Missouri","290","Crawford","0550","Crawford","34","550",11961,81568,153889,1844297,92610,526645
"G2900570","1890","Missouri","290","Dade","0570","Dade","34","570",17526,204811,74304,5004640,172140,1158545
"G2900590","1890","Missouri","290","Dallas","0590","Dallas","34","590",12647,102222,129241,2424420,96120,672240
"G2900610","1890","Missouri","290","Daviess","0610","Daviess","34","610",20456,259050,86277,7943720,302670,2270970
"G2900630","1890","Missouri","290","DeKalb","0630","De Kalb","34","630",14539,181622,58903,6985550,217550,1821160
"G2900650","1890","Missouri","290","Dent","0650","Dent","34","650",12149,72685,166890,1393710,75570,471940
"G2900670","1890","Missouri","290","Douglas","0670","Douglas","34","670",14111,74964,209229,1396400,64700,487440
"G2900690","1890","Missouri","290","Dunklin","0690","Dunklin","34","690",15085,101683,53467,2009767,121360,656720
"G2900710","1890","Missouri","290","Franklin","0710","Franklin","34","710",28056,212256,196786,8120467,402390,1133060
"G2900730","1890","Missouri","290","Gasconade","0730","Gasconade","34","730",11706,94163,177728,3289802,236190,564892
"G2900750","1890","Missouri","290","Gentry","0750","Gentry","34","750",19018,221220,65999,6204750,255220,1943975
"G2900770","1890","Missouri","290","Greene","0770","Greene","34","770",48616,228148,113038,9455510,241260,1320289
"G2900790","1890","Missouri","290","Grundy","0790","Grundy","34","790",17876,185636,68623,5038950,186000,1547416
"G2900810","1890","Missouri","290","Harrison","0810","Harrison","34","810",21033,299022,124046,7532970,318910,2585400
"G2900830","1890","Missouri","290","Henry","0830","Henry","34","830",28235,338393,70844,9520750,310590,1968400
"G2900850","1890","Missouri","290","Hickory","0850","Hickory","34","850",9453,83607,105467,1817990,71180,569170
"G2900870","1890","Missouri","290","Holt","0870","Holt","34","870",15469,204709,50205,6957370,221600,1589090
"G2900890","1890","Missouri","290","Howard","0890","Howard","34","890",17371,191531,83940,6219650,184370,1387290
"G2900910","1890","Missouri","290","Howell","0910","Howell","34","910",18618,103999,254029,3657514,127060,653430
"G2900930","1890","Missouri","290","Iron","0930","Iron","34","930",9119,42499,87181,1024290,44580,224160
"G2900950","1890","Missouri","290","Jackson","0950","Jackson","34","950",160510,265023,56730,20087082,260740,2021230
"G2900970","1890","Missouri","290","Jasper","0970","Jasper","34","970",50500,246479,65514,9648140,301470,1570550
"G2900990","1890","Missouri","290","Jefferson","0990","Jefferson","34","990",22484,116777,155639,4102610,192900,685200
"G2901010","1890","Missouri","290","Johnson","1010","Johnson","34","1010",28132,364698,86666,11491654,380460,1300902
"G2901030","1890","Missouri","290","Knox","1030","Knox","34","1030",13501,231067,71926,5868130,189010,1362285
"G2901050","1890","Missouri","290","Laclede","1050","Laclede","34","1050",14701,99358,126762,2609860,103970,654810
"G2901070","1890","Missouri","290","Lafayette","1070","Lafayette","34","1070",30184,297719,52046,12727470,364200,2045560
"G2901090","1890","Missouri","290","Lawrence","1090","Lawrence","34","1090",26228,218144,105813,7232100,261340,1120400
"G2901110","1890","Missouri","290","Lewis","1110","Lewis","34","1110",15935,218423,71191,6244980,247890,1440750
"G2901130","1890","Missouri","290","Lincoln","1130","Lincoln","34","1130",18346,228300,116525,6205730,234130,1264730
"G2901150","1890","Missouri","290","Linn","1150","Linn","34","1150",24121,267049,81112,7491704,299540,2062330
"G2901170","1890","Missouri","290","Livingston","1170","Livingston","34","1170",20668,233569,50848,7034550,258690,1663930
"G2901190","1890","Missouri","290","McDonald","1190","Mcdonald","34","1190",11283,66876,74812,1691423,62395,415480
"G2901210","1890","Missouri","290","Macon","1210","Macon","34","1210",30575,312177,131766,7742020,350660,2201070
"G2901230","1890","Missouri","290","Madison","1230","Madison","34","1230",9268,55179,105463,1202076,67840,339185
"G2901250","1890","Missouri","290","Maries","1250","Maries","34","1250",8600,77099,157171,1779490,107660,528215
"G2901270","1890","Missouri","290","Marion","1270","Marion","34","1270",26233,176660,64339,6606309,217250,1266905
"G2901290","1890","Missouri","290","Mercer","1290","Mercer","34","1290",14581,179218,100394,4622420,193980,1570260
"G2901310","1890","Missouri","290","Miller","1310","Miller","34","1310",14162,97947,167376,2488870,114730,649020
"G2901330","1890","Missouri","290","Mississippi","1330","Mississippi","34","1330",10134,74159,42510,1836010,86740,457350
"G2901350","1890","Missouri","290","Moniteau","1350","Moniteau","34","1350",15630,182176,71681,5297240,206495,1033780
"G2901370","1890","Missouri","290","Monroe","1370","Monroe","34","1370",20790,296814,82076,7420956,231820,2169720
"G2901390","1890","Missouri","290","Montgomery","1390","Montgomery","34","1390",16850,197750,79250,6018950,227910,1305060
"G2901410","1890","Missouri","290","Morgan","1410","Morgan","34","1410",12311,129132,123351,3409410,130360,961830
"G2901430","1890","Missouri","290","New Madrid","1430","New Madrid","34","1430",9317,61367,18808,1561563,64670,387694
"G2901450","1890","Missouri","290","Newton","1450","Newton","34","1450",22108,148533,97640,5132420,182860,1231484
"G2901470","1890","Missouri","290","Nodaway","1470","Nodaway","34","1470",30914,452352,67783,15338914,481197,4330618
"G2901490","1890","Missouri","290","Oregon","1490","Oregon","34","1490",10467,60246,115891,1065310,54200,339380
"G2901510","1890","Missouri","290","Osage","1510","Osage","34","1510",13080,108533,207131,3322780,198450,608645
"G2901530","1890","Missouri","290","Ozark","1530","Ozark","34","1530",9795,45984,145316,785480,41830,323210
"G2901550","1890","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",5975,21231,21324,510768,25752,195354
"G2901570","1890","Missouri","290","Perry","1570","Perry","34","1570",13237,116296,128163,3090979,201890,562760
"G2901590","1890","Missouri","290","Pettis","1590","Pettis","34","1590",31151,331823,55774,10484030,264310,2253170
"G2901610","1890","Missouri","290","Phelps","1610","Phelps","34","1610",12636,86295,126485,2012640,97050,531605
"G2901630","1890","Missouri","290","Pike","1630","Pike","34","1630",26321,280957,86481,8343100,270070,1991505
"G2901650","1890","Missouri","290","Platte","1650","Platte","34","1650",16248,165882,66264,8789380,220610,1447145
"G2901670","1890","Missouri","290","Polk","1670","Polk","34","1670",20339,163205,163184,4465588,149140,1100790
"G2901690","1890","Missouri","290","Pulaski","1690","Pulaski","34","1690",9387,62208,107682,1359260,66280,429120
"G2901710","1890","Missouri","290","Putnam","1710","Putnam","34","1710",15365,210213,91542,4379107,196800,1685180
"G2901730","1890","Missouri","290","Ralls","1730","Ralls","34","1730",12294,211729,54506,5629990,183260,1383970
"G2901750","1890","Missouri","290","Randolph","1750","Randolph","34","1750",24893,216170,70381,6271899,216600,1578190
"G2901770","1890","Missouri","290","Ray","1770","Ray","34","1770",24215,271716,53894,7867210,249580,2016810
"G2901790","1890","Missouri","290","Reynolds","1790","Reynolds","34","1790",6803,42249,77889,698724,44870,306912
"G2901810","1890","Missouri","290","Ripley","1810","Ripley","34","1810",8512,42052,88834,761820,46290,292430
"G2901830","1890","Missouri","290","St Charles","1830","St Charles","34","1830",22977,197651,92636,8394240,309980,902960
"G2901850","1890","Missouri","290","St Clair","1850","St Clair","34","1850",16747,191072,121533,4466117,151540,1030648
"G2901860","1890","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",9883,88162,126896,2131770,113560,353910
"G2901870","1890","Missouri","290","St Francois","1870","St Francois","34","1870",17347,93151,77856,2414760,85040,449190
"G2901890","1890","Missouri","290","St Louis","1890","St Louis","34","1890",36307,182544,41416,18636870,491350,1080530
"G2901950","1890","Missouri","290","Saline","1950","Saline","34","1950",33762,341349,75558,14192768,393210,2928350
"G2901970","1890","Missouri","290","Schuyler","1970","Schuyler","34","1970",11249,141446,42180,3206874,140380,1045715
"G2901990","1890","Missouri","290","Scotland","1990","Scotland","34","1990",12674,198524,56579,5156150,241590,1448790
"G2902010","1890","Missouri","290","Scott","2010","Scott","34","2010",11228,93835,53569,2242080,146160,483100
"G2902030","1890","Missouri","290","Shannon","2030","Shannon","34","2030",8898,26514,81788,613170,28330,196910
"G2902050","1890","Missouri","290","Shelby","2050","Shelby","34","2050",15642,232347,52285,6142010,234580,1664335
"G2902070","1890","Missouri","290","Stoddard","2070","Stoddard","34","2070",17327,101359,78011,2110540,122480,609860
"G2902090","1890","Missouri","290","Stone","2090","Stone","34","2090",7090,36797,48413,875700,45430,296060
"G2902110","1890","Missouri","290","Sullivan","2110","Sullivan","34","2110",19000,293382,75771,5579500,234520,2070800
"G2902130","1890","Missouri","290","Taney","2130","Taney","34","2130",7973,45031,113763,837070,33990,345720
"G2902150","1890","Missouri","290","Texas","2150","Texas","34","2150",19406,112475,275400,2520170,123780,686960
"G2902170","1890","Missouri","290","Vernon","2170","Vernon","34","2170",31505,341033,117231,10085860,320710,2199420
"G2902190","1890","Missouri","290","Warren","2190","Warren","34","2190",9913,119340,94824,4200770,240430,658640
"G2902210","1890","Missouri","290","Washington","2210","Washington","34","2210",13153,71159,143312,1959630,85300,463310
"G2902230","1890","Missouri","290","Wayne","2230","Wayne","34","2230",11927,66008,112007,1227675,69600,393097
"G2902250","1890","Missouri","290","Webster","2250","Webster","34","2250",15177,113099,134618,2508180,112030,726586
"G2902270","1890","Missouri","290","Worth","2270","Worth","34","2270",8738,120906,37464,3070210,127540,1015340
"G2902290","1890","Missouri","290","Wright","2290","Wright","34","2290",14484,91524,180227,1822070,74020,561550
"G2905100","1890","Missouri","290","St Louis City","5100","St Louis City","34","5100",451770,5961,422,3624730,53610,86170
"G3000010","1890","Montana","300","Beaverhead","0010","Beaverhead","64","10",4655,96937,84434,1800610,111420,1153757
"G3000130","1890","Montana","300","Cascade","0130","Cascade","64","130",8755,25612,95376,2361630,60910,541550
"G3000150","1890","Montana","300","Chouteau","0150","Chouteau","64","150",4741,10782,54278,447410,52520,2228780
"G3000170","1890","Montana","300","Custer","0170","Custer","64","170",5308,20152,58269,553980,55860,3249700
"G3000210","1890","Montana","300","Dawson","0210","Dawson","64","210",2056,2751,7955,86950,11850,694350
"G3000230","1890","Montana","300","Deer Lodge","0230","Deer Lodge","64","230",15155,124372,70630,3096030,184880,1271450
"G3000270","1890","Montana","300","Fergus","0270","Fergus","64","270",3514,70535,96409,1671580,112840,3260990
"G3000310","1890","Montana","300","Gallatin","0310","Gallatin","64","310",6246,127271,73096,2953180,147350,947195
"G3000430","1890","Montana","300","Jefferson","0430","Jefferson","64","430",6026,38128,30890,1153900,53440,697580
"G3000490","1890","Montana","300","Lewis And Clark","0490","Lewis And Clark","64","490",19145,47688,53633,2565200,106390,914910
"G3000570","1890","Montana","300","Madison","0570","Madison","64","570",4692,89803,62627,2056340,105800,1316490
"G3000590","1890","Montana","300","Meagher","0590","Meagher","64","590",4749,79541,146439,2161080,97210,2069200
"G3000630","1890","Montana","300","Missoula","0630","Missoula","64","630",14427,85501,70322,2063920,114640,707005
"G3000670","1890","Montana","300","Park","0670","Park","64","670",6881,52420,115497,1574540,90690,1501310
"G3000930","1890","Montana","300","Silver Bow","0930","Silver Bow","64","930",23744,8343,13283,403600,22340,148980
"G3001110","1890","Montana","300","Yellowstone","1110","Yellowstone","64","1110",2065,35681,15542,562390,27870,917440
"G3100010","1890","Nebraska","310","Adams","0010","Adams","35","10",24303,281307,22705,6941830,284675,1289965
"G3100030","1890","Nebraska","310","Antelope","0030","Antelope","35","30",10399,215747,108208,4455410,217560,1082150
"G3100050","1890","Nebraska","310","Arthur","0050","Arthur","35","50",91,522,3200,7730,885,22870
"G3100070","1890","Nebraska","310","Banner","0070","Banner","35","70",2435,33258,71938,464865,36560,204870
"G3100090","1890","Nebraska","310","Blaine","0090","Blaine","35","90",1146,22099,43786,386878,21750,162840
"G3100110","1890","Nebraska","310","Boone","0110","Boone","35","110",8683,171138,112990,4102810,204350,1105790
"G3100130","1890","Nebraska","310","Box Butte","0130","Box Butte","35","130",5494,70636,157613,1388500,102250,406050
"G3100150","1890","Nebraska","310","Boyd","0150","Boyd","35","150",695,,,,,
"G3100170","1890","Nebraska","310","Brown","0170","Brown","35","170",4359,72929,42193,1042070,67765,355067
"G3100190","1890","Nebraska","310","Buffalo","0190","Buffalo","35","190",22162,320175,121203,8125730,365575,1970380
"G3100210","1890","Nebraska","310","Burt","0210","Burt","35","210",11069,215308,36205,5821830,223929,1750561
"G3100230","1890","Nebraska","310","Butler","0230","Butler","35","230",15454,285116,33360,8331260,301630,1655470
"G3100250","1890","Nebraska","310","Cass","0250","Cass","35","250",24080,279779,77130,12176950,283215,1975170
"G3100270","1890","Nebraska","310","Cedar","0270","Cedar","35","270",7028,156784,36419,3212820,159765,888345
"G3100290","1890","Nebraska","310","Chase","0290","Chase","35","290",4807,82849,112374,1632790,97600,452600
"G3100310","1890","Nebraska","310","Cherry","0310","Cherry","35","310",6428,106611,155445,1352050,113600,858920
"G3100330","1890","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",5693,104682,160367,1683580,84625,714510
"G3100350","1890","Nebraska","310","Clay","0350","Clay","35","350",16310,272894,40965,7831950,327450,1706170
"G3100370","1890","Nebraska","310","Colfax","0370","Colfax","35","370",10453,202420,26508,5126520,197180,1043770
"G3100390","1890","Nebraska","310","Cuming","0390","Cuming","35","390",12265,243793,61238,7331240,292530,1668430
"G3100410","1890","Nebraska","310","Custer","0410","Custer","35","410",21677,408072,437769,8340470,512290,2628350
"G3100430","1890","Nebraska","310","Dakota","0430","Dakota","35","430",5386,93719,24631,2722280,96330,610440
"G3100450","1890","Nebraska","310","Dawes","0450","Dawes","35","450",9722,186375,152804,2248636,148035,690582
"G3100470","1890","Nebraska","310","Dawson","0470","Dawson","35","470",10129,248639,95143,5062010,310560,1379460
"G3100490","1890","Nebraska","310","Deuel","0490","Deuel","35","490",2893,154364,87092,953160,59035,520430
"G3100510","1890","Nebraska","310","Dixon","0510","Dixon","35","510",8084,138196,57545,3481960,171590,961080
"G3100530","1890","Nebraska","310","Dodge","0530","Dodge","35","530",19260,267284,40027,9493070,341180,2251065
"G3100550","1890","Nebraska","310","Douglas","0550","Douglas","35","550",158008,143163,23113,10569410,200290,1065800
"G3100570","1890","Nebraska","310","Dundy","0570","Dundy","35","570",4012,73898,112807,1304420,71950,423740
"G3100590","1890","Nebraska","310","Fillmore","0590","Fillmore","35","590",16022,302048,31144,8797500,340720,1719720
"G3100610","1890","Nebraska","310","Franklin","0610","Franklin","35","610",7693,141693,70418,3092030,118750,793970
"G3100630","1890","Nebraska","310","Frontier","0630","Frontier","35","630",8497,209506,164463,3100070,177440,992390
"G3100650","1890","Nebraska","310","Furnas","0650","Furnas","35","650",9840,188243,103434,3343950,160300,964600
"G3100670","1890","Nebraska","310","Gage","0670","Gage","35","670",36344,449620,42729,14774430,479205,3079205
"G3100710","1890","Nebraska","310","Garfield","0710","Garfield","35","710",1659,24973,41950,679760,31805,207335
"G3100730","1890","Nebraska","310","Gosper","0730","Gosper","35","730",4816,121032,62092,2083750,119960,512590
"G3100750","1890","Nebraska","310","Grant","0750","Grant","35","750",458,18830,4585,109760,5970,161890
"G3100770","1890","Nebraska","310","Greeley","0770","Greeley","35","770",4869,105970,48360,2057380,111420,534940
"G3100790","1890","Nebraska","310","Hall","0790","Hall","35","790",16513,219087,54318,6802000,229730,1239205
"G3100810","1890","Nebraska","310","Hamilton","0810","Hamilton","35","810",14096,298714,14166,8057320,344760,1940870
"G3100830","1890","Nebraska","310","Harlan","0830","Harlan","35","830",8158,175024,81285,3741920,177535,903275
"G3100850","1890","Nebraska","310","Hayes","0850","Hayes","35","850",3953,79511,87113,1024500,84320,432220
"G3100870","1890","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",5799,150690,109238,2041000,108420,623990
"G3100890","1890","Nebraska","310","Holt","0890","Holt","35","890",13672,262530,254224,4961720,295125,1512350
"G3100910","1890","Nebraska","310","Hooker","0910","Hooker","35","910",426,3745,8088,63750,7030,35410
