GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,AE6001,AE6002,AE6003,AEE001,AEF001,AEF002
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",13912,12203,35,1674,872874,79556,308514
"G2900330","1850","Missouri","290","Carroll","0330","Carroll","34","330",5441,4812,8,621,429974,31249,190242
"G2900370","1850","Missouri","290","Cass","0370","Cass","34","370",6090,5610,2,478,518741,39063,246923
"G2900390","1850","Missouri","290","Cedar","0390","Cedar","34","390",3361,3278,1,82,162846,16012,115748
"G2900410","1850","Missouri","290","Chariton","0410","Chariton","34","410",7514,5685,51,1778,702733,47101,240160
"G2900450","1850","Missouri","290","Clark","0450","Clark","34","450",5527,5013,10,504,725698,40242,161802
"G2900470","1850","Missouri","290","Clay","0470","Clay","34","470",10332,7585,5,2742,1927268,106991,420615
"G2900490","1850","Missouri","290","Clinton","0490","Clinton","34","490",3786,3346,1,439,800204,34604,178444
"G2900510","1850","Missouri","290","Cole","0510","Cole","34","510",6696,5699,18,979,515115,32354,174566
"G2900530","1850","Missouri","290","Cooper","0530","Cooper","34","530",12950,9837,22,3091,1441056,80015,476417
"G2900550","1850","Missouri","290","Crawford","0550","Crawford","34","550",6397,6112,0,285,278175,38492,214899
"G2900570","1850","Missouri","290","Dade","0570","Dade","34","570",4246,3971,6,269,218017,34077,174715
"G2900590","1850","Missouri","290","Dallas","0590","Dallas","34","590",3648,3552,8,88,154905,16821,99050
"G2900610","1850","Missouri","290","Daviess","0610","Daviess","34","610",5298,5056,1,241,324785,21881,144012
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb","34","630",2075,2010,0,65,196889,13817,81251
"G2900655","1850","Missouri","290","Dodge","0655","Dodge","34","655",375,373,0,2,65767,8898,40704
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin","34","690",1229,1205,11,13,38455,6000,46441
"G2900710","1850","Missouri","290","Franklin","0710","Franklin","34","710",11021,9542,20,1459,1018198,55832,280939
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade","34","730",4996,4884,0,112,214102,16321,92597
"G2900750","1850","Missouri","290","Gentry","0750","Gentry","34","750",4248,4195,3,50,208101,21176,97326
"G2900770","1850","Missouri","290","Greene","0770","Greene","34","770",12785,11548,7,1230,698745,113772,569483
"G2900790","1850","Missouri","290","Grundy","0790","Grundy","34","790",3006,2856,1,149,187653,12605,88068
"G2900810","1850","Missouri","290","Harrison","0810","Harrison","34","810",2447,2434,0,13,99176,7384,44214
"G2900830","1850","Missouri","290","Henry","0830","Henry","34","830",4052,3377,3,672,296619,27350,168502
"G2900850","1850","Missouri","290","Hickory","0850","Hickory","34","850",2329,2143,1,185,101301,10040,67918
"G2900870","1850","Missouri","290","Holt","0870","Holt","34","870",3957,3827,3,127,211112,27442,150798
"G2900890","1850","Missouri","290","Howard","0890","Howard","34","890",13969,9039,40,4890,3446710,223213,684159
"G2900950","1850","Missouri","290","Jackson","0950","Jackson","34","950",14000,10990,41,2969,1723995,84985,450364
"G2900970","1850","Missouri","290","Jasper","0970","Jasper","34","970",4223,4009,1,213,296148,29086,189202
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson","34","990",6928,6407,9,512,570920,32517,177463
"G2901010","1850","Missouri","290","Johnson","1010","Johnson","34","1010",7464,6573,12,879,752935,53060,314697
"G2901030","1850","Missouri","290","Knox","1030","Knox","34","1030",2894,2626,2,266,360002,21427,115421
"G2901050","1850","Missouri","290","Laclede","1050","Laclede","34","1050",2498,2357,1,140,143570,11528,87981
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette","34","1070",13690,9005,70,4615,2540095,114187,416978
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence","34","1090",4859,4608,3,248,199455,24624,124405
"G2901110","1850","Missouri","290","Lewis","1110","Lewis","34","1110",6578,5357,15,1206,727283,50101,205543
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln","34","1130",9421,7389,5,2027,954011,57893,315658
"G2901150","1850","Missouri","290","Linn","1150","Linn","34","1150",4058,3679,2,377,253034,22728,156295
"G2901170","1850","Missouri","290","Livingston","1170","Livingston","34","1170",4247,3933,6,308,343790,24659,141357
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald","34","1190",2236,2132,21,83,134100,11844,73854
"G2901210","1850","Missouri","290","Macon","1210","Macon","34","1210",6565,6262,0,303,358760,38651,221423
"G2901230","1850","Missouri","290","Madison","1230","Madison","34","1230",6003,5278,29,696,370767,28687,134184
"G2901270","1850","Missouri","290","Marion","1270","Marion","34","1270",12230,9322,76,2832,1661153,80680,362407
"G2901290","1850","Missouri","290","Mercer","1290","Mercer","34","1290",2691,2671,6,14,118855,13201,70972
"G2901310","1850","Missouri","290","Miller","1310","Miller","34","1310",3834,3645,0,189,168061,15580,125729
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi","34","1330",3123,2373,4,746,237665,18402,98249
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau","34","1350",6004,5434,4,566,457451,35374,209021
"G2901370","1850","Missouri","290","Monroe","1370","Monroe","34","1370",10541,8461,32,2048,1158495,77929,427846
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery","34","1390",5489,4449,3,1037,200858,35756,202462
"G2901410","1850","Missouri","290","Morgan","1410","Morgan","34","1410",4650,4192,5,453,291197,28694,194561
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid","34","1430",5541,4053,7,1481,547236,33737,157980
"G2901450","1850","Missouri","290","Newton","1450","Newton","34","1450",4268,4012,15,241,170600,17789,99546
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway","34","1470",2118,2048,0,70,234428,12100,79402
"G2901490","1850","Missouri","290","Oregon","1490","Oregon","34","1490",1432,1392,22,18,39095,4166,35080
"G2901510","1850","Missouri","290","Osage","1510","Osage","34","1510",6704,6434,0,270,332387,21899,181752
"G2901530","1850","Missouri","290","Ozark","1530","Ozark","34","1530",2294,2279,0,15,74904,7424,69884
"G2901570","1850","Missouri","290","Perry","1570","Perry","34","1570",7215,6395,26,794,474460,45820,173340
"G2901590","1850","Missouri","290","Pettis","1590","Pettis","34","1590",5150,4261,5,884,692965,38965,272122
"G2901630","1850","Missouri","290","Pike","1630","Pike","34","1630",13609,10299,35,3275,1399950,83714,424892
"G2901650","1850","Missouri","290","Platte","1650","Platte","34","1650",16845,13996,51,2798,3738215,189292,687480
"G2901670","1850","Missouri","290","Polk","1670","Polk","34","1670",6186,5804,13,369,352391,32271,222818
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski","34","1690",3998,3885,0,113,205145,21531,144563
"G2901710","1850","Missouri","290","Putnam","1710","Putnam","34","1710",1636,1617,0,19,24360,3434,18787
"G2901730","1850","Missouri","290","Ralls","1730","Ralls","34","1730",6151,4775,8,1368,735124,48761,227261
"G2901750","1850","Missouri","290","Randolph","1750","Randolph","34","1750",9439,7262,21,2156,983402,71799,390925
"G2901770","1850","Missouri","290","Ray","1770","Ray","34","1770",10373,8833,26,1514,1085373,71040,332242
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds","34","1790",1849,1824,0,25,72275,6529,54226
"G2901810","1850","Missouri","290","Ripley","1810","Ripley","34","1810",2830,2731,13,86,80130,11206,69403
"G2901830","1850","Missouri","290","St Charles","1830","St Charles","34","1830",11454,9492,13,1949,1587955,121361,359839
"G2901850","1850","Missouri","290","St Clair","1850","St Clair","34","1850",3556,3107,1,448,182475,19713,136451
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",5313,4636,61,616,288516,22988,105450
"G2901870","1850","Missouri","290","St Francois","1870","St Francois","34","1870",4964,4233,51,680,374295,24908,119956
"G2901890","1850","Missouri","290","St Louis","1890","St Louis","34","1890",104978,97541,1470,5967,6001924,141317,394856
"G2901950","1850","Missouri","290","Saline","1950","Saline","34","1950",8843,6105,19,2719,1176880,57464,273227
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler","34","1970",3287,3230,2,55,195654,22165,93840
"G2901990","1850","Missouri","290","Scotland","1990","Scotland","34","1990",3782,3631,0,151,374245,28070,149431
"G2902010","1850","Missouri","290","Scott","2010","Scott","34","2010",3182,2773,16,393,194300,17591,71448
"G2902030","1850","Missouri","290","Shannon","2030","Shannon","34","2030",1199,1190,0,9,34577,4536,34792
"G2902050","1850","Missouri","290","Shelby","2050","Shelby","34","2050",4253,3744,11,498,436160,33341,151196
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard","34","2070",4277,4221,6,50,119691,20475,101940
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan","34","2110",2983,2895,0,88,252345,22298,113434
"G2902130","1850","Missouri","290","Taney","2130","Taney","34","2130",4373,4274,0,99,203270,21420,150678
"G2902150","1850","Missouri","290","Texas","2150","Texas","34","2150",2312,2270,0,42,93350,5443,78160
"G2902190","1850","Missouri","290","Warren","2190","Warren","34","2190",5860,4921,4,935,612348,44102,190620
"G2902210","1850","Missouri","290","Washington","2210","Washington","34","2210",8811,7713,23,1075,709461,46041,218596
"G2902230","1850","Missouri","290","Wayne","2230","Wayne","34","2230",4518,4152,6,360,221975,19243,121295
"G2902290","1850","Missouri","290","Wright","2290","Wright","34","2290",3387,3305,0,82,133425,16717,120996
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap","4","10",17721,17692,29,0,3747515,127195,609658
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll","4","30",20157,20155,2,0,3500651,174417,745707
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire","4","50",30144,30116,28,0,5801093,212631,986734
"G3300070","1850","New Hampshire","330","Coos","0070","Coos","4","70",11853,11849,4,0,1611348,117183,429438
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton","4","90",42343,42316,27,0,7838130,475435,1581544
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",57478,57359,119,0,7994720,295032,1126065
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack","4","130",40337,40244,93,0,7397930,306962,1154182
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham","4","150",49194,49067,127,0,9141870,327907,916494
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford","4","170",29374,29324,50,0,4311765,137197,509340
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan","4","190",19375,19334,41,0,3900975,140166,812739
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic","12","10",8961,8743,217,1,685425,27386,88066
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen","12","30",14725,13060,1624,41,6238110,279166,426418
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington","12","50",43203,41094,2109,0,11666550,316217,1063412
"G3400070","1850","New Jersey","340","Camden","0070","Camden","12","70",25422,23192,2230,0,4651048,153622,344363
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May","12","90",6433,6186,247,0,824950,21871,82960
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland","12","110",17189,16059,1130,0,2754375,123986,263463
"G3400130","1850","New Jersey","340","Essex","0130","Essex","12","130",73950,71616,2328,6,6988985,230581,529427
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester","12","150",14655,14035,620,0,4548128,191372,368464
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson","12","170",21822,21319,500,3,2964995,54860,97101
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",28990,28173,808,9,11474186,513298,1057289
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer","12","210",27992,25950,2036,6,6336970,255101,505920
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex","12","230",28635,27255,1369,11,6712960,267328,592455
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth","12","250",30313,27915,2323,75,11522920,425908,957424
"G3400270","1850","New Jersey","340","Morris","0270","Morris","12","270",30158,29131,1008,19,7981997,303198,805177
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean","12","290",10032,9892,140,0,1089300,56303,144912
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic","12","310",22569,21923,615,31,3204977,97074,255717
"G3400330","1850","New Jersey","340","Salem","0330","Salem","12","330",19467,17392,2075,0,6648373,287497,563674
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset","12","350",19692,17950,1711,31,7872377,315448,738110
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex","12","370",22989,22648,340,1,8390180,213465,1049719
"G3400410","1850","New Jersey","340","Warren","0410","Warren","12","410",22358,21976,380,2,7680705,291822,745220
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",7751,7749,2,0,144379,9436,312282
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",10668,10667,1,0,414809,15123,268128
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",7074,7070,4,0,190167,17637,206169
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",4645,4644,1,0,124459,5503,109099
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",7713,7699,14,0,171447,10291,126705
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos","66","550",9507,9507,0,0,192293,5032,159451
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia","66","610",14189,14189,0,0,416368,14938,312795
"G3600010","1850","New York","360","Albany","0010","Albany","13","10",93279,92085,1194,0,11339756,470878,1171553
"G3600030","1850","New York","360","Allegany","0030","Allegany","13","30",37808,37680,128,0,5540150,361897,1294858
"G3600070","1850","New York","360","Broome","0070","Broome","13","70",30660,30229,431,0,5586307,197036,852565
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus","13","90",38950,38848,102,0,6216993,359333,1339081
"G3600110","1850","New York","360","Cayuga","0110","Cayuga","13","110",55458,54915,543,0,15086322,541770,1861844
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua","13","130",50493,50353,140,0,10836732,374653,2114932
"G3600150","1850","New York","360","Chemung","0150","Chemung","13","150",28821,28535,286,0,6352356,251873,780399
"G3600170","1850","New York","360","Chenango","0170","Chenango","13","170",40311,40047,264,0,9555848,436606,1831980
"G3600190","1850","New York","360","Clinton","0190","Clinton","13","190",40047,39935,112,0,4256119,198170,772259
"G3600210","1850","New York","360","Columbia","0210","Columbia","13","210",43073,41761,1312,0,15684468,492516,1507279
"G3600230","1850","New York","360","Cortland","0230","Cortland","13","230",25140,25098,42,0,5405547,351481,1227235
"G3600250","1850","New York","360","Delaware","0250","Delaware","13","250",39834,39633,201,0,8583684,439623,1948026
"G3600270","1850","New York","360","Dutchess","0270","Dutchess","13","270",58992,57022,1970,0,25181302,658895,2358603
"G3600290","1850","New York","360","Erie","0290","Erie","13","290",100993,100168,825,0,12441746,515303,1627240
"G3600310","1850","New York","360","Essex","0310","Essex","13","310",31148,31098,50,0,3393385,182446,677718
"G3600330","1850","New York","360","Franklin","0330","Franklin","13","330",25102,25040,62,0,2298912,159578,502589
"G3600350","1850","New York","360","Fulton","0350","Fulton","13","350",20171,20069,102,0,3465299,199085,596807
"G3600370","1850","New York","360","Genesee","0370","Genesee","13","370",28488,28411,77,0,10505382,433480,1245431
"G3600390","1850","New York","360","Greene","0390","Greene","13","390",33126,32231,895,0,7943072,344550,1000540
"G3600410","1850","New York","360","Hamilton","0410","Hamilton","13","410",2188,2186,2,0,220777,14614,58870
"G3600430","1850","New York","360","Herkimer","0430","Herkimer","13","430",38244,38041,203,0,10494344,411570,1387348
"G3600450","1850","New York","360","Jefferson","0450","Jefferson","13","450",68153,67962,191,0,13986824,679293,2515100
"G3600470","1850","New York","360","Kings","0470","Kings","13","470",138882,134817,4065,0,4130700,90460,317672
"G3600490","1850","New York","360","Lewis","0490","Lewis","13","490",24564,24522,42,0,5289486,357455,972928
"G3600510","1850","New York","360","Livingston","0510","Livingston","13","510",40875,40666,209,0,14018338,360978,1313792
"G3600530","1850","New York","360","Madison","0530","Madison","13","530",43072,42774,298,0,10829524,388555,1701463
"G3600550","1850","New York","360","Monroe","0550","Monroe","13","550",87650,86951,699,0,19617346,782833,1845236
"G3600570","1850","New York","360","Montgomery","0570","Montgomery","13","570",31992,31518,474,0,8680704,367092,1074253
"G3600610","1850","New York","360","New York","0610","New York","13","610",515547,501732,13815,0,4937000,39131,808857
"G3600630","1850","New York","360","Niagara","0630","Niagara","13","630",42276,41959,317,0,6700836,409995,1088304
"G3600650","1850","New York","360","Oneida","0650","Oneida","13","650",99566,98894,672,0,15930356,527350,2620199
"G3600670","1850","New York","360","Onondaga","0670","Onondaga","13","670",85890,85277,613,0,17055334,804010,2086058
"G3600690","1850","New York","360","Ontario","0690","Ontario","13","690",43929,43319,610,0,15066954,566473,1529572
"G3600710","1850","New York","360","Orange","0710","Orange","13","710",57145,54681,2464,0,17585392,451823,1953092
"G3600730","1850","New York","360","Orleans","0730","Orleans","13","730",28501,28393,108,0,8946810,338405,925324
"G3600750","1850","New York","360","Oswego","0750","Oswego","13","750",62198,61983,215,0,8037526,423515,1196493
"G3600770","1850","New York","360","Otsego","0770","Otsego","13","770",48638,48463,175,0,12560142,597863,2148130
"G3600790","1850","New York","360","Putnam","0790","Putnam","13","790",14138,14000,138,0,4820700,141774,536623
"G3600810","1850","New York","360","Queens","0810","Queens","13","810",36833,33382,3451,0,12373722,424541,851576
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer","13","830",73363,72344,1019,0,13566420,539570,1524503
"G3600850","1850","New York","360","Richmond","0850","Richmond","13","850",15061,14471,590,0,1620360,46480,81215
"G3600870","1850","New York","360","Rockland","0870","Rockland","13","870",16962,16366,596,0,3269780,67952,239309
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence","13","890",68617,68578,39,0,9242548,657505,2144176
"G3600910","1850","New York","360","Saratoga","0910","Saratoga","13","910",45646,45028,618,0,13200760,517323,1429972
"G3600930","1850","New York","360","Schenectady","0930","Schenectady","13","930",20054,19666,388,0,3820430,193943,470110
"G3600950","1850","New York","360","Schoharie","0950","Schoharie","13","950",33548,33070,478,0,7347157,337645,1242071
"G3600990","1850","New York","360","Seneca","0990","Seneca","13","990",25441,25260,181,0,8563490,254265,737558
"G3601010","1850","New York","360","Steuben","1010","Steuben","13","1010",63771,63400,371,0,13581268,676792,2155090
"G3601030","1850","New York","360","Suffolk","1030","Suffolk","13","1030",36922,34805,2117,0,7195800,211147,894957
"G3601050","1850","New York","360","Sullivan","1050","Sullivan","13","1050",25088,24988,100,0,3543001,167109,656948
"G3601070","1850","New York","360","Tioga","1070","Tioga","13","1070",24880,24683,197,0,4852976,173896,644357
"G3601090","1850","New York","360","Tompkins","1090","Tompkins","13","1090",38746,38421,325,0,10382946,403349,1409914
"G3601110","1850","New York","360","Ulster","1110","Ulster","13","1110",59384,57799,1585,0,12438204,492407,1188947
"G3601130","1850","New York","360","Warren","1130","Warren","13","1130",17199,17153,46,0,1965312,105282,418557
"G3601150","1850","New York","360","Washington","1150","Washington","13","1150",44750,44400,350,0,11958956,513796,1673515
"G3601170","1850","New York","360","Wayne","1170","Wayne","13","1170",44953,44685,268,0,11837904,572695,1536390
"G3601190","1850","New York","360","Westchester","1190","Westchester","13","1190",58263,56188,2075,0,19552744,416047,1326969
"G3601210","1850","New York","360","Wyoming","1210","Wyoming","13","1210",31981,31917,64,0,8071848,394640,1357322
"G3601230","1850","New York","360","Yates","1230","Yates","13","1230",20590,20425,165,0,7578553,196180,796790
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance","47","10",11444,7921,327,3196,911472,87860,253012
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander","47","30",5220,4653,24,543,255199,23415,113845
"G3700070","1850","North Carolina","370","Anson","0070","Anson","47","70",13489,6554,103,6832,1248399,97191,313573
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe","47","90",8777,8096,86,595,458436,46729,302199
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort","47","130",13816,7664,903,5249,605014,26300,168573
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie","47","150",12851,5335,322,7194,1209847,34197,257643
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen","47","170",9767,5049,360,4358,822413,40666,202097
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick","47","190",7272,3651,319,3302,521059,28471,124351
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe","47","210",13425,11601,107,1717,1264410,64014,383802
"G3700230","1850","North Carolina","370","Burke","0230","Burke","47","230",7772,5477,163,2132,564674,32885,147891
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",9747,6942,120,2685,846620,88085,272598
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell","47","270",6317,5005,109,1203,422804,27267,123068
"G3700290","1850","North Carolina","370","Camden","0290","Camden","47","290",6049,3565,297,2187,981280,26840,134526
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret","47","310",6939,5166,150,1623,151900,7636,50947
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell","47","330",15269,7076,423,7770,1393841,68267,268174
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba","47","350",8862,7275,18,1569,812535,118115,221877
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham","47","370",18449,12161,303,5985,1408721,134670,467933
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee","47","390",6838,6493,8,337,387745,18124,144461
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan","47","410",6721,2939,109,3673,794615,38395,135515
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland","47","450",10396,8591,58,1747,531434,50424,212558
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus","47","470",5909,4255,151,1503,297495,15636,142394
"G3700490","1850","North Carolina","370","Craven","0490","Craven","47","490",14709,7220,1538,5951,778301,20620,143527
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland","47","510",20610,12447,946,7217,1295053,59176,319048
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck","47","530",7236,4599,190,2447,736357,22044,152747
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson","47","570",15320,12137,191,2992,1106746,107506,319326
"G3700590","1850","North Carolina","370","Davie","0590","Davie","47","590",7866,5612,83,2171,471392,43849,149212
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin","47","610",13514,7162,345,6007,1407443,53483,289919
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",17189,8359,283,8547,2030223,56811,369570
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth","47","670",11168,9661,154,1353,593197,57074,186574
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin","47","690",11713,5643,563,5507,832196,44627,218884
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston","47","710",8073,5935,26,2112,655076,64739,212838
"G3700730","1850","North Carolina","370","Gates","0730","Gates","47","730",8426,4159,396,3871,709119,22227,151080
"G3700770","1850","North Carolina","370","Granville","0770","Granville","47","770",21249,10294,1090,9865,1406027,76696,363758
"G3700790","1850","North Carolina","370","Greene","0790","Greene","47","790",6619,3259,116,3244,767803,16169,125424
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford","47","810",19754,15874,694,3186,1437561,125537,415155
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax","47","830",16589,5765,1870,8954,1546642,52674,351876
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood","47","870",7074,6641,15,418,459457,30186,193910
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson","47","890",6853,5892,37,924,376746,20000,116156
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford","47","910",8142,3553,873,3716,616879,23416,151381
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde","47","950",7636,4756,253,2627,1141635,17531,116084
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell","47","970",14719,10547,30,4142,1133712,87590,339544
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston","47","1010",13726,8879,184,4663,1025006,54760,348789
"G3701030","1850","North Carolina","370","Jones","1030","Jones","47","1030",5038,2139,142,2757,467271,16943,118718
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir","47","1070",7828,3567,145,4116,1191461,23669,166740
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln","47","1090",7746,5655,36,2055,675847,81891,196413
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell","47","1110",6246,4771,213,1262,557533,25816,156758
"G3701130","1850","North Carolina","370","Macon","1130","Macon","47","1130",6389,5734,106,549,365356,36041,211523
"G3701170","1850","North Carolina","370","Martin","1170","Martin","47","1170",8307,4617,323,3367,741953,20532,163705
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",13914,8285,156,5473,1160174,101215,353026
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery","47","1230",6872,5055,44,1773,364410,37954,135632
"G3701250","1850","North Carolina","370","Moore","1250","Moore","47","1250",9342,7196,170,1976,459526,39685,192687
"G3701270","1850","North Carolina","370","Nash","1270","Nash","47","1270",10657,5972,629,4056,629556,38006,219874
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover","47","1290",17668,8201,886,8581,1002957,32917,202773
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton","47","1310",13335,5994,830,6511,1053197,46260,284330
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow","47","1330",8283,5003,172,3108,536676,22601,153279
"G3701350","1850","North Carolina","370","Orange","1350","Orange","47","1350",17055,11330,481,5244,1097624,103186,338912
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8950,4610,1235,3105,1234802,29146,181034
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7332,3630,450,3252,1032968,33482,176966
"G3701450","1850","North Carolina","370","Person","1450","Person","47","1450",10781,5593,295,4893,832466,40014,206980
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt","47","1470",13397,6664,100,6633,1115174,40477,245192
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph","47","1510",15832,13787,405,1640,1031503,89066,297946
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond","47","1530",9818,4889,225,4704,608694,47716,180621
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson","47","1550",12826,7231,1230,4365,1127976,60843,311432
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham","47","1570",14495,8747,419,5329,988175,52488,227104
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan","47","1590",13870,9900,116,3854,1071546,84886,319357
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford","47","1610",13550,10425,220,2905,977504,57518,267613
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson","47","1630",14585,8423,477,5685,1804720,62854,283795
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly","47","1670",6922,5437,49,1436,336363,35277,128464
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes","47","1690",9206,7264,149,1793,451992,24865,130697
"G3701710","1850","North Carolina","370","Surry","1710","Surry","47","1710",18443,16159,284,2000,962741,77929,283275
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",5133,3301,130,1702,319493,16049,73800
"G3701790","1850","North Carolina","370","Union","1790","Union","47","1790",10051,8018,51,1982,689663,92821,263325
"G3701830","1850","North Carolina","370","Wake","1830","Wake","47","1830",24888,14173,1306,9409,1589422,91238,440102
"G3701850","1850","North Carolina","370","Warren","1850","Warren","47","1850",13912,4601,444,8867,1274103,46130,309885
"G3701870","1850","North Carolina","370","Washington","1870","Washington","47","1870",5664,3209,240,2215,367882,37777,121881
